frame_time_s,rms,spectral_centroid_hz,zcr,f0_hz
52.0947,0.189991,1857,0.046875,175.119
52.1876,0.146749,1904.61,0.078125,183.401
52.2804,0.160581,1529.31,0.0571289,87.0551
52.3733,0.164651,2403,0.102539,175.119
52.4661,0.143552,2877.25,0.123535,175.119
52.559,0.197423,1533.72,0.0424805,175.119
52.6519,0.192561,1446.32,0.0429688,175.119
52.7447,0.201089,1450.3,0.0327148,184.463
52.8376,0.144387,1257.67,0.0444336,68.302
52.9304,0.126068,919.301,0.0449219,58.4389
53.0233,0.211645,2186.66,0.0668945,95.4842
53.1162,0.157845,3004.84,0.152832,58.7774
53.209,0.14461,2586.51,0.0649414,115.535
53.3019,0.194196,2599.54,0.128906,205.86
53.3947,0.149689,2222.54,0.0791016,179.212
53.4876,0.20347,1683.27,0.0649414,179.212
53.5805,0.146241,1763.15,0.0908203,324.901
53.6733,0.171563,2371.56,0.144531,175.119
53.7662,0.18429,1837.3,0.0986328,175.119
53.859,0.176285,2358.61,0.120605,185.532
53.9519,0.168671,2296.5,0.112305,182.344
54.0448,0.273013,1287.28,0.0195312,207.053
54.1376,0.25172,1249.4,0.0302734,207.053
54.2305,0.22654,1540.03,0.0483398,207.053
54.3233,0.203268,2772.85,0.121582,193.187
54.4162,0.149432,2654.82,0.110352,203.496
54.5091,0.151049,1413.35,0.0473633,209.459
54.6019,0.166567,1922.52,0.0664062,204.675
54.6948,0.152242,2425.12,0.0932617,183.401
54.7876,0.180592,2531.31,0.0976562,180.25
54.8805,0.12574,2645.01,0.117188,176.133
54.9734,0.11879,3703.99,0.210938,184.463
55.0662,0.195467,1701.53,0.0639648,194.306
55.1591,0.185446,1495.31,0.0893555,
55.252,0.175255,1537.54,0.0644531,
55.3448,0.205555,2039.09,0.065918,
55.4377,0.197906,2082.6,0.0693359,
55.5305,0.19706,1170.31,0.034668,
55.6234,0.194758,2262.7,0.107422,
55.7163,0.179399,2059.74,0.102539,
55.8091,0.147403,1912.29,0.0952148,175.119
55.902,0.181355,1579.27,0.065918,176.133
55.9948,0.15106,2461.78,0.119629,175.119
56.0877,0.169631,2594.86,0.131348,173.107
56.1806,0.165739,2049.27,0.150391,176.133
56.2734,0.184149,1828.18,0.110352,184.463
56.3663,0.197172,2310.11,0.0654297,208.252
56.4591,0.193762,1905.56,0.0854492,221.914
56.552,0.16113,2104.27,0.0898438,207.053
56.6449,0.182512,2726.23,0.0932617,184.463
56.7377,0.164177,2306.63,0.0913086,175.119
56.8306,0.15285,2859.55,0.166504,175.119
56.9234,0.169159,3497.57,0.210938,185.532
57.0163,0.145192,3046.03,0.187988,182.344
57.1092,0.180547,2871.14,0.0766602,182.344
57.202,0.194411,1512.51,0.0390625,176.133
57.2949,0.136925,2682.84,0.114746,174.11
57.3877,0.21184,1952.22,0.0527344,193.187
57.4806,0.264194,1562.84,0.0410156,188.775
57.5735,0.232993,1579.04,0.0439453,195.432
57.6663,0.260445,2072.23,0.0541992,200
57.7592,0.155988,3237.77,0.133789,195.432
57.852,0.228133,2322.75,0.046875,194.306
57.9449,0.193481,2773.97,0.134766,194.306
58.0378,0.189499,2216.16,0.132324,208.252
58.1306,0.185715,2125.16,0.100586,195.432
58.2235,0.186777,1612.95,0.0615234,195.432
58.3163,0.124085,2171.19,0.117676,84.5768
58.4092,0.106228,2753.65,0.143066,192.075
58.5021,0.146827,1852,0.117676,209.459
58.5949,0.126803,2358.73,0.135254,87.0551
58.6878,0.117395,1810.66,0.0742188,87.0551
58.7806,0.09446,1610.58,0.0791016,232.409
58.8735,0.0604368,1377.14,0.0639648,112.896
58.9664,0.192697,2950.29,0.0825195,185.532
59.0592,0.169875,2231.73,0.0537109,88.0666
59.1521,0.238637,1193.5,0.0371094,260.87
59.2449,0.231537,1069.69,0.0244141,260.87
59.3378,0.15325,1463.16,0.0615234,262.382
59.4307,0.192463,2279.93,0.12207,203.496
59.5235,0.156411,2340.4,0.146973,213.12
59.6164,0.158599,2952.7,0.199219,260.87
59.7093,0.20993,1851.42,0.065918,198.848
59.8021,0.217815,2125.87,0.0947266,292.817
59.895,0.240533,2434.06,0.113281,312.026
59.9878,0.21225,1969.24,0.0932617,211.893
60.0807,0.154956,2356.46,0.127441,277.984
60.1736,0.146301,2050.61,0.101074,277.984
60.2664,0.174882,2760.9,0.163086,246.229
60.3593,0.183713,2616.13,0.103516,257.874
60.4521,0.196673,1887.45,0.0703125,233.755
60.545,0.186685,2085.79,0.101562,240.605
60.6379,0.150402,2799.13,0.172363,260.87
60.7307,0.189325,1991.85,0.0712891,233.755
60.8236,0.214636,1723.88,0.0771484,232.409
60.9164,0.154567,2743.33,0.162598,262.382
61.0093,0.152991,2263.9,0.133789,260.87
61.1022,0.160791,3131.62,0.154785,232.409
61.195,0.112543,4027.65,0.266602,114.87
61.2879,0.190133,2973.02,0.0883789,193.187
61.3807,0.167016,2669.16,0.0839844,180.25
61.4736,0.217396,1538.59,0.0600586,92.7659
61.5665,0.225652,1359.5,0.0532227,257.874
61.6593,0.190717,2148.02,0.11084,262.382
61.7522,0.177032,2815.32,0.155762,180.25
61.845,0.162859,2108.9,0.158203,86.5537
61.9379,0.171373,2666.76,0.175781,87.0551
62.0308,0.21695,2109.31,0.0986328,204.675
62.1236,0.181861,2468.91,0.138672,308.442
62.2165,0.153683,2415.7,0.157227,310.229
62.3093,0.205924,2175.12,0.103027,201.159
62.4022,0.201771,2873.3,0.17627,277.984
62.4951,0.193052,3042.85,0.20166,276.383
62.5879,0.180393,2751.91,0.182129,276.383
62.6808,0.158529,2663.69,0.149414,266.968
62.7736,0.164094,1804.89,0.105957,240.605
62.8665,0.167987,2314.84,0.0986328,233.755
62.9594,0.205246,2588.34,0.140625,262.382
63.0522,0.187277,2042.09,0.122559,240.605
63.1451,0.189803,1799.48,0.130859,233.755
63.2379,0.194306,2317.36,0.122559,243.401
63.3308,0.180668,2189.67,0.0917969,131.191
63.4237,0.20542,1962.81,0.0722656,231.071
63.5165,0.144818,1949.25,0.0952148,213.12
63.6094,0.174988,2966.76,0.10498,92.7659
63.7022,0.166035,2516.77,0.0898438,88.0666
63.7951,0.200604,2087.98,0.156738,205.86
63.888,0.207334,2981.01,0.102539,129.684
63.9808,0.179455,2247.67,0.0981445,131.191
64.0737,0.188147,2938.31,0.158203,90.125
64.1666,0.177715,2418.16,0.129883,86.0551
64.2594,0.155941,2289.46,0.120117,262.382
64.3523,0.197221,1957.61,0.0883789,196.564
64.4451,0.180434,3041.8,0.226074,270.07
64.538,0.183095,2933.5,0.210449,310.229
64.6309,0.193,2271.62,0.11377,229.74
64.7237,0.174664,2480.84,0.11084,276.383
64.8166,0.19302,2136.52,0.0825195,276.383
64.9094,0.162544,2672.4,0.138184,276.383
65.0023,0.179193,2658.38,0.155273,260.87
65.0952,0.160077,2572.29,0.178711,262.382
65.188,0.13281,2661.41,0.18457,262.382
65.2809,0.160799,2554.14,0.17334,262.382
65.3737,0.215183,1897.61,0.0424805,232.409
65.4666,0.190403,1627.4,0.0898438,231.071
65.5595,0.130912,2570.22,0.143555,219.365
65.6523,0.141335,2492.33,0.137695,262.382
65.7452,0.195609,2021.58,0.0844727,235.11
65.838,0.15226,2478.71,0.0932617,237.841
65.9309,0.189308,2515.3,0.0766602,205.86
66.0238,0.195661,2194.73,0.0844727,205.86
66.1166,0.214007,1293.71,0.0410156,205.86
66.2095,0.215729,1729.12,0.059082,207.053
66.3023,0.250541,1366.32,0.0444336,208.252
66.3952,0.208321,2424.45,0.0908203,204.675
66.4881,0.190704,1575.51,0.0625,207.053
66.5809,0.206938,1831.88,0.0791016,207.053
66.6738,0.17151,1550.52,0.046875,207.053
66.7666,0.174296,2208.49,0.090332,201.159
66.8595,0.23255,2404.89,0.0708008,233.755
66.9524,0.214055,2528.71,0.0888672,214.355
67.0452,0.197492,1955.68,0.0869141,232.409
67.1381,0.185273,1938.77,0.100098,232.409
67.2309,0.151408,2697.84,0.149414,232.409
67.3238,0.204632,2213.03,0.0712891,116.205
67.4167,0.208285,1383.37,0.0454102,211.893
67.5095,0.20583,1005.47,0.0361328,209.459
67.6024,0.187843,1572.07,0.0449219,195.432
67.6952,0.204186,1134.45,0.0541992,197.703
67.7881,0.195994,1611.99,0.0776367,208.252
67.881,0.146475,2751.57,0.149902,198.848
67.9738,0.14547,1608.74,0.0761719,187.688
68.0667,0.155218,1340.85,0.0498047,69.4959
68.1595,0.16766,1242.77,0.0512695,69.4959
68.2524,0.153669,2645.15,0.140137,69.0956
68.3453,0.137425,2811.38,0.163086,69.4959
68.4381,0.138676,1470.35,0.0664062,69.4959
68.531,0.175377,1266,0.0439453,69.4959
68.6239,0.208564,1167.68,0.0380859,69.4959
68.7167,0.193189,2300.26,0.0756836,92.7659
68.8096,0.20519,1469.07,0.0463867,69.4959
68.9024,0.229345,1309.7,0.0400391,69.4959
68.9953,0.22808,983.158,0.0288086,69.4959
69.0882,0.19959,1550.15,0.0512695,69.0956
69.181,0.197037,1990.3,0.0512695,93.8438
69.2739,0.218748,1816.48,0.0717773,239.219
69.3667,0.214739,1345.45,0.0522461,231.071
69.4596,0.181535,2208.27,0.0981445,250.533
69.5525,0.205367,2494.48,0.124023,247.655
69.6453,0.239621,1996.13,0.043457,233.755
69.7382,0.231368,1213.22,0.050293,232.409
69.831,0.204617,1173.41,0.0571289,232.409
69.9239,0.193697,1544.02,0.0683594,232.409
70.0168,0.185282,1879.61,0.11377,243.401
70.1096,0.190625,1954.72,0.0942383,260.87
70.2025,0.141611,2674.34,0.152344,262.382
70.2953,0.160392,1780.84,0.0834961,130.435
70.3882,0.158844,1527.58,0.0527344,65.5954
70.4811,0.200928,1221.76,0.034668,65.5954
70.5739,0.161939,2268.23,0.102539,65.5954
70.6668,0.177675,2575.35,0.0864258,65.5954
70.7596,0.184885,1258.77,0.0341797,65.5954
70.8525,0.177878,1022.12,0.0488281,131.191
70.9454,0.163701,1162.61,0.0522461,213.12
71.0382,0.187799,2385.58,0.090332,210.672
71.1311,0.169119,2213.07,0.119141,271.634
71.2239,0.172826,2247.85,0.125977,220.636
71.3168,0.195358,2376.91,0.144043,260.87
71.4097,0.151126,2724.67,0.181152,260.87
71.5025,0.199678,1897.41,0.0463867,231.071
71.5954,0.234863,1878.94,0.0458984,232.409
71.6882,0.22084,2703.03,0.125,216.845
71.7811,0.1923,2670.67,0.12793,87.0551
71.874,0.148471,4221.7,0.36084,65.5954
71.9668,0.164059,3624.33,0.253906,65.5954
72.0597,0.144229,2363.31,0.0917969,131.951
72.1525,0.148971,2493.57,0.0942383,130.435
72.2454,0.1812,1921.21,0.0688477,65.5954
72.3383,0.194569,1715.97,0.0541992,130.435
72.4311,0.20018,1366.69,0.0483398,129.684
72.524,0.14714,3427.34,0.259277,190.968
72.6169,0.1167,1929.21,0.105957,
72.7097,0.0951267,1562.95,0.0581055,207.053
72.8026,0.139999,1582.71,0.0849609,186.607
72.8954,0.144807,1506.94,0.0981445,173.107
72.9883,0.181547,2491.94,0.0771484,177.154
73.0812,0.126169,3220.43,0.155273,87.0551
73.174,0.178772,2018.94,0.065918,178.18
73.2669,0.136749,1576.52,0.046875,174.11
73.3597,0.193817,1727.54,0.0546875,207.053
73.4526,0.157511,3186.96,0.168945,241.999
73.5455,0.134194,3227.62,0.216309,114.87
73.6383,0.144493,1927.3,0.159668,211.893
73.7312,0.130355,1764.32,0.0981445,187.688
73.824,0.0620239,2226.86,0.131348,97.716
73.9169,0.126879,1725.78,0.124512,176.133
74.0098,0.209974,2281.79,0.0756836,203.496
74.1026,0.225109,3006.98,0.0942383,262.382
74.1955,0.21901,2907.27,0.0874023,260.87
74.2883,0.202515,2895.1,0.118164,235.11
74.3812,0.228135,1560.97,0.0283203,235.11
74.4741,0.170187,1510.39,0.0332031,247.655
74.5669,0.194111,1282.81,0.0478516,214.355
74.6598,0.226409,1665.06,0.0410156,204.675
74.7526,0.189376,1845.07,0.074707,195.432
74.8455,0.158504,3315.05,0.234863,192.075
74.9384,0.146243,2552.13,0.0913086,176.133
75.0312,0.156887,1511.92,0.0361328,174.11
75.1241,0.153894,1397.11,0.0327148,174.11
75.2169,0.121102,3999.85,0.251953,175.119
75.3098,0.143296,3545.73,0.252441,87.0551
75.4027,0.11062,3048.07,0.16748,87.0551
75.4955,0.23708,2225.78,0.0922852,224.492
75.5884,0.19298,1849.81,0.0454102,254.912
75.6812,0.169091,1961.06,0.109863,254.912
75.7741,0.195765,3155.57,0.158691,229.74
75.867,0.17786,2846.33,0.132324,262.382
75.9598,0.139913,2898.15,0.183594,249.09
76.0527,0.121387,1954.8,0.0776367,190.968
76.1455,0.140181,2688.74,0.124512,599.323
76.2384,0.249743,1722.73,0.0463867,233.755
76.3313,0.206862,1995.86,0.0795898,216.845
76.4241,0.176426,2203.31,0.14502,232.409
76.517,0.173393,2302.07,0.143555,116.205
76.6098,0.167949,3425.24,0.191406,73.6284
76.7027,0.265386,1718.53,0.0219727,116.205
76.7956,0.292781,1460.5,0.0219727,232.409
76.8884,0.277887,1488.12,0.0258789,231.071
76.9813,0.247015,1457.72,0.027832,232.409
77.0742,0.161224,1613.28,0.0419922,237.841
77.167,0.16247,3485.89,0.20166,192.075
77.2599,0.18332,2986.67,0.195801,276.383
77.3527,0.17534,2841.08,0.227051,276.383
77.4456,0.147052,2553.68,0.142578,138.191
77.5385,0.133797,1965.89,0.104492,69.0956
77.6313,0.162117,2971.95,0.188965,69.4959
77.7242,0.150923,1788,0.0585938,69.4959
77.817,0.163777,1554.68,0.0737305,94.3874
77.9099,0.153142,1572.79,0.0693359,88.0666
78.0028,0.170602,1993.89,0.059082,175.119
78.0956,0.191285,2165.87,0.130371,211.893
78.1885,0.160147,2626.6,0.198242,263.902
78.2813,0.160639,3062.7,0.166016,87.0551
78.3742,0.198984,2142.18,0.0561523,194.306
78.4671,0.20492,1653.71,0.0629883,233.755
78.5599,0.18745,1905.14,0.0893555,232.409
78.6528,0.184889,2286.4,0.121094,233.755
78.7456,0.15978,1806.07,0.0996094,233.755
78.8385,0.181133,1861.98,0.081543,231.071
78.9314,0.171047,2980.72,0.185059,232.409
79.0242,0.168202,2021.67,0.0981445,232.409
79.1171,0.19165,2187.53,0.0727539,232.409
79.2099,0.210789,1861.73,0.0517578,210.672
79.3028,0.178137,2543.22,0.124023,232.409
79.3957,0.191326,2397.66,0.154297,235.11
79.4885,0.213748,2251.73,0.0693359,213.12
79.5814,0.191223,1955.07,0.0854492,232.409
79.6742,0.195203,1707.4,0.0556641,231.071
79.7671,0.187717,1387.72,0.0541992,215.596
79.86,0.177104,2035,0.0473633,232.409
79.9528,0.205185,2895.14,0.137207,218.102
80.0457,0.229557,1294.41,0.034668,195.432
80.1385,0.248432,897.157,0.034668,204.675
80.2314,0.260762,1223.25,0.0356445,196.564
80.3243,0.237644,1575.82,0.0585938,196.564
80.4171,0.172999,2313.11,0.0673828,198.848
80.51,0.203345,1479.1,0.0449219,211.893
80.6028,0.24822,1188.83,0.0390625,197.703
80.6957,0.242412,1013.95,0.03125,198.848
80.7886,0.211885,1583.24,0.0546875,196.564
80.8814,0.179175,1662.78,0.0703125,198.848
80.9743,0.264599,2607.5,0.0629883,200
81.0671,0.207746,2169.37,0.0444336,200
81.16,0.203386,1612.22,0.0405273,195.432
81.2529,0.139993,3389.26,0.212891,192.075
81.3457,0.253933,2063.76,0.0424805,195.432
81.4386,0.181614,1947.43,0.0551758,196.564
81.5315,0.178456,2111.2,0.059082,196.564
81.6243,0.209574,1760.57,0.0400391,194.306
81.7172,0.107494,3660.53,0.205566,194.306
81.81,0.132335,2284.25,0.168457,197.703
81.9029,0.266155,2044.09,0.0546875,196.564
81.9958,0.261073,1989.04,0.0473633,388.613
82.0886,0.125923,2646.11,0.152344,384.149
82.1815,0.11164,3328.59,0.186035,193.187
82.2743,0.098973,2504.93,0.124512,193.187
82.3672,0.102908,1975.28,0.0668945,194.306
82.4601,0.0673469,2029.84,0.101074,194.306
82.5529,0.0672512,1846.62,0.078125,388.613
82.6458,0.0544321,2009.59,0.132812,388.613
82.7386,0.175124,1416.25,0.0722656,131.951
82.8315,0.196768,1290.02,0.027832,131.951
82.9244,0.112749,1411.3,0.0322266,126.722
83.0172,0.167459,1724.02,0.0708008,229.74
83.1101,0.212287,1624.5,0.0595703,186.607
83.2029,0.145529,1030,0.0253906,254.912
83.2958,0.212273,1252.9,0.0258789,201.159
83.3887,0.235207,1718.08,0.0307617,130.435
83.4815,0.213154,1517.73,0.0244141,259.368
83.5744,0.181875,1525.33,0.0654297,240.605
83.6672,0.161034,1209.81,0.0351562,251.984
83.7601,0.0993984,1104.64,0.0351562,
83.853,0.160701,1748.02,0.0693359,
83.9458,0.15664,1318.45,0.0512695,
84.0387,0.120636,901.786,0.0273438,
84.1315,0.147345,2746.02,0.208496,
84.2244,0.184373,2762.58,0.135254,52.0631
84.3173,0.188294,2421.12,0.0913086,88.5768
84.4101,0.146116,3732.86,0.268555,89.606
84.503,0.184498,2583.08,0.146484,88.5768
84.5958,0.207867,2997.48,0.117676,88.5768
84.6887,0.199587,2216.75,0.059082,88.0666
84.7816,0.111916,1986.39,0.0825195,189.868
84.8744,0.0775184,2226.38,0.117676,178.18
84.9673,0.102606,2965.08,0.203613,78.0065
85.0601,0.20337,2221.63,0.0712891,188.775
85.153,0.199521,1946.32,0.0561523,260.87
85.2459,0.229303,1624.03,0.0390625,233.755
85.3387,0.221874,1237.56,0.0322266,211.893
85.4316,0.222594,1410.43,0.0483398,231.071
85.5244,0.312917,1041.9,0.0229492,232.409
85.6173,0.21308,2367.24,0.0756836,221.914
85.7102,0.17283,1887.64,0.0703125,232.409
85.803,0.26578,1741.94,0.0449219,232.409
85.8959,0.145825,2966.2,0.194336,227.101
85.9888,0.176078,2100.85,0.10498,233.755
86.0816,0.178362,1786.35,0.0761719,274.791
86.1745,0.193621,1545.61,0.0673828,276.383
86.2673,0.186016,2221.39,0.0712891,276.383
86.3602,0.195785,2571.4,0.0805664,276.383
86.4531,0.188174,1895.05,0.0893555,276.383
86.5459,0.162466,2654.25,0.104492,262.382
86.6388,0.192803,1977.25,0.0322266,262.382
86.7316,0.171517,1926.48,0.0361328,260.87
86.8245,0.134116,1986.28,0.0761719,260.87
86.9174,0.156691,2796.72,0.144531,260.87
87.0102,0.185046,1760.14,0.0634766,211.893
87.1031,0.156501,1150.52,0.0415039,207.053
87.1959,0.160461,1455.68,0.0585938,208.252
87.2888,0.0817333,1525.1,0.0566406,207.053
87.3817,0.15515,2901.22,0.150879,170.133
87.4745,0.192551,1795.98,0.0332031,208.252
87.5674,0.18833,1688.25,0.0283203,208.252
87.6602,0.162083,1216.38,0.0449219,205.86
87.7531,0.241122,1619.23,0.0576172,202.324
87.846,0.214868,1753.15,0.0649414,202.324
87.9388,0.210468,2440.84,0.0717773,198.848
88.0317,0.160457,1878.75,0.0585938,195.432
88.1245,0.152592,1997.78,0.0683594,200
88.2174,0.158315,2082.29,0.119141,196.564
88.3103,0.153521,2288.55,0.0952148,194.306
88.4031,0.123483,1848.73,0.065918,205.86
88.496,0.165478,1630.67,0.0605469,196.564
88.5888,0.117139,2225.86,0.108887,105.336
88.6817,0.100757,4163.03,0.297363,65.5954
88.7746,0.139468,3350.39,0.249023,67.9086
88.8674,0.146571,3089.62,0.224609,
88.9603,0.148908,2517.37,0.128418,
89.0531,0.129439,3499.12,0.271973,220.636
89.146,0.139554,3135.69,0.266113,193.187
89.2389,0.146445,2779.46,0.220703,144.727
89.3317,0.149274,2909.46,0.148438,87.0551
89.4246,0.16863,2816.68,0.119141,192.075
89.5174,0.239455,2099.67,0.0541992,332.495
89.6103,0.260766,2232.54,0.043457,352.266
89.7032,0.229656,2364.13,0.0878906,177.154
89.796,0.164971,2082.4,0.121582,299.661
89.8889,0.117196,3218.99,0.209961,262.382
89.9817,0.157608,1911.02,0.106445,198.848
90.0746,0.219163,1849.96,0.0498047,232.409
90.1675,0.215118,1768.53,0.0737305,232.409
90.2603,0.218175,2516.21,0.0986328,232.409
90.3532,0.178543,2115.63,0.100586,179.212
90.4461,0.160453,2044.84,0.0991211,233.755
90.5389,0.168772,1833.05,0.118164,232.409
90.6318,0.154382,2640.98,0.151855,233.755
90.7246,0.194019,2193.77,0.0732422,231.071
90.8175,0.205816,2019.75,0.0859375,232.409
90.9104,0.210583,2374.83,0.0996094,501.066
91.0032,0.223157,2494.27,0.0756836,276.383
91.0961,0.192588,2248.93,0.103027,276.383
91.1889,0.13649,2823.6,0.166016,
91.2818,0.147801,2569.66,0.157715,262.382
91.3747,0.155265,2722.11,0.151367,262.382
91.4675,0.187895,2586.22,0.146973,260.87
91.5604,0.166643,2662.77,0.163574,257.874
91.6532,0.178177,2409.35,0.0957031,211.893
91.7461,0.170885,1547.39,0.0625,207.053
91.839,0.171013,1938.85,0.0771484,208.252
91.9318,0.0994671,1748.2,0.0668945,131.951
92.0247,0.17841,3129.96,0.136719,84.5768
92.1175,0.123989,2604.82,0.126465,204.675
92.2104,0.0642566,3704.22,0.294434,210.672
92.3033,0.141755,1337.07,0.108398,203.496
92.3961,0.196626,1887.1,0.0771484,196.564
92.489,0.183604,2143.22,0.0947266,208.252
92.5818,0.195174,2282.94,0.0825195,200
92.6747,0.166398,2176.46,0.0766602,193.187
92.7676,0.158363,2065.63,0.0766602,204.675
92.8604,0.173574,1811.75,0.0898438,196.564
92.9533,0.122482,3038.46,0.207031,193.187
93.0461,0.140001,2041.19,0.0703125,198.848
93.139,0.136205,1490.18,0.0776367,186.607
93.2319,0.205332,2046.32,0.0976562,219.365
93.3247,0.171933,2022.26,0.0717773,210.672
93.4176,0.18839,1498.78,0.0683594,182.344
93.5104,0.161456,3092.34,0.181152,205.86
93.6033,0.206572,1847.54,0.0498047,86.5537
93.6962,0.222113,1445.31,0.0292969,52.0631
93.789,0.167288,1733.25,0.0688477,87.5594
93.8819,0.127688,2243.87,0.120605,87.0551
93.9747,0.0910033,2986.67,0.189453,88.0666
94.0676,0.076619,1971.88,0.137695,202.324
94.1605,0.0748796,2759.2,0.176758,174.11
94.2533,0.0905158,2007.66,0.0776367,87.0551
94.3462,0.114584,1975.96,0.100098,
94.439,0.0753278,2334.19,0.0849609,50.874
94.5319,0.0234507,2598.01,0.154297,87.0551
94.6248,0.0612773,1251.59,0.0771484,205.86
94.7176,0.0509196,2157.22,0.119629,211.893
94.8105,0.0832253,1792.04,0.0585938,198.848
94.9034,0.147188,2092.17,0.0537109,200
94.9962,0.175975,1890.76,0.0458984,192.075
95.0891,0.188038,1857.37,0.0830078,196.564
95.1819,0.174949,3521.61,0.227539,195.432
95.2748,0.15869,2827.75,0.163574,98.2821
95.3677,0.210748,2015.38,0.0571289,97.1532
95.4605,0.218045,1522.06,0.0424805,195.432
95.5534,0.181774,1759.58,0.0961914,200
95.6462,0.180082,1939.34,0.106934,204.675
95.7391,0.149893,1901.36,0.0957031,195.432
95.832,0.167671,2527.82,0.154785,205.86
95.9248,0.116542,2791.06,0.165527,87.0551
96.0177,0.0768102,2220.44,0.109863,
96.1105,0.1861,1524.19,0.0908203,
96.2034,0.153373,2644.26,0.163086,
96.2963,0.144577,3289.62,0.194336,
96.3891,0.15314,2606.09,0.213379,
96.482,0.105295,2431.52,0.174805,76.2249
96.5748,0.174481,2077.66,0.102539,208.252
96.6677,0.214846,2308.94,0.0605469,200
96.7606,0.185504,2049.62,0.101074,207.053
96.8534,0.156878,2502.56,0.12207,207.053
96.9463,0.149154,1523.43,0.132324,209.459
97.0391,0.198862,2199.58,0.128906,202.324
97.132,0.15325,2124.13,0.10498,196.564
97.2249,0.118604,2373.61,0.111328,196.564
97.3177,0.211559,2318.17,0.0727539,194.306
97.4106,0.215324,1654.89,0.0527344,196.564
97.5034,0.190274,1620.2,0.0761719,195.432
97.5963,0.119069,3049.18,0.182617,194.306
97.6892,0.179938,2142.81,0.108398,65.2176
97.782,0.200907,1428.86,0.0356445,194.306
97.8749,0.18127,1758.77,0.0698242,196.564
97.9677,0.179211,2792.56,0.14209,196.564
98.0606,0.101442,4037.9,0.299805,66.3576
98.1535,0.169628,2377.92,0.125977,204.675
98.2463,0.164797,1975.18,0.108887,69.4959
98.3392,0.187806,1958.83,0.0961914,208.252
98.432,0.202567,2107.33,0.0874023,205.86
98.5249,0.19055,2002.36,0.0986328,197.703
98.6178,0.131521,3091.28,0.23291,92.7659
98.7106,0.134964,1192.55,0.0874023,205.86
98.8035,0.208812,1578.51,0.0336914,260.87
98.8963,0.214848,1541,0.034668,263.902
98.9892,0.147606,2345.59,0.0830078,271.634
99.0821,0.200836,2103.13,0.0581055,89.0899
99.1749,0.222243,2314.28,0.0395508,198.848
99.2678,0.192792,2023.16,0.0527344,195.432
99.3607,0.19908,2121.47,0.0566406,197.703
99.4535,0.188897,2360.18,0.0561523,198.848
99.5464,0.153685,2643.25,0.0893555,196.564
99.6392,0.191096,2641.67,0.135254,202.324
99.7321,0.149692,2698.62,0.15918,
99.825,0.167569,2314.74,0.0991211,193.187
99.9178,0.171003,2739.21,0.12793,208.252
100.011,0.210426,2278.36,0.043457,203.496
100.104,0.211327,2271.73,0.0537109,196.564
100.196,0.242925,1500.16,0.046875,197.703
100.289,0.193494,2104.73,0.0668945,184.463
100.382,0.114373,2760.21,0.09375,187.688
100.475,0.149237,2402.85,0.15332,205.86
100.568,0.0772156,2614.38,0.150391,211.893
100.661,0.0739378,1292.76,0.03125,208.252
100.754,0.087712,2882.36,0.128418,211.893
100.846,0.143947,2547.07,0.151367,257.874
100.939,0.127609,3177.62,0.246094,240.605
101.032,0.144388,1315.37,0.0830078,203.496
101.125,0.0862258,1574.21,0.0834961,195.432
101.218,0.0677564,2026.27,0.10498,130.435
101.311,0.132783,2467.25,0.118652,260.87
101.404,0.164458,2620.22,0.12207,91.1722
101.496,0.108873,2418.11,0.12207,
101.589,0.142357,1455.43,0.0625,
101.682,0.114978,3362.38,0.210938,
101.775,0.110617,3413.06,0.30127,
101.868,0.137414,3756.57,0.325684,
101.961,0.183152,2412.24,0.113281,
102.054,0.12468,2983.96,0.230469,
102.146,0.0998389,3004.09,0.18457,
102.239,0.175944,2738.14,0.189453,
102.332,0.114116,3053.02,0.21582,
102.425,0.0860078,2475.33,0.12793,
102.518,0.162116,1575.45,0.0786133,
102.611,0.118676,1671.47,0.0732422,65.5954
102.704,0.126917,1062.57,0.0317383,66.742
102.796,0.152886,2482.38,0.163574,200
102.889,0.125919,2635.43,0.181152,88.5768
102.982,0.126627,2190.82,0.100586,229.74
103.075,0.146552,3804.19,0.272461,229.74
103.168,0.153981,2692.81,0.16748,128.937
103.261,0.154359,2834.49,0.182617,86.5537
103.354,0.151018,1924.08,0.0888672,87.0551
103.447,0.132505,3420.93,0.270508,90.125
103.539,0.139126,4097.57,0.350098,61.5572
103.632,0.177072,3017.28,0.166992,175.119
103.725,0.207258,2830.14,0.125977,174.11
103.818,0.203907,3013.8,0.200684,348.22
103.911,0.221418,2578.25,0.188477,350.237
104.004,0.14857,2486.53,0.181641,174.11
104.097,0.159543,2610.15,0.186523,274.791
104.189,0.127632,2543.89,0.199707,350.237
104.282,0.211471,2195.57,0.0913086,177.154
104.375,0.161908,2076.57,0.0825195,233.755
104.468,0.153055,2129.15,0.0825195,232.409
104.561,0.16532,2514.29,0.147461,208.252
104.654,0.15492,2319.31,0.149902,232.409
104.747,0.191032,1924.36,0.104492,233.755
104.839,0.216026,1452.47,0.0717773,232.409
104.932,0.162279,2385.17,0.0678711,232.409
105.025,0.124442,1991.88,0.0854492,232.409
105.118,0.162222,1749.06,0.0883789,216.845
105.211,0.142909,3107.12,0.232422,233.755
105.304,0.110599,2437.34,0.138672,241.999
105.397,0.120128,4095.25,0.316895,229.74
105.489,0.154216,3688.87,0.240723,129.684
