frame_time_s,f0_hz
17.7363,205.86
17.8292,195.432
17.9221,184.463
18.0149,196.564
18.1078,196.564
18.2006,200
18.2935,233.755
18.3864,231.071
18.4792,208.252
18.5721,194.306
18.6649,192.075
18.7578,179.212
18.8507,215.596
18.9435,352.266
19.0364,400
19.1292,197.703
19.2221,381.937
19.315,384.149
19.4078,390.864
19.5007,356.359
19.5935,
19.6864,193.187
19.7793,208.252
19.8721,207.053
19.965,198.848
20.0579,207.053
20.1507,204.675
20.2436,195.432
20.3364,195.432
20.4293,197.703
20.5222,196.564
20.615,197.703
20.7079,195.432
20.8007,214.355
20.8936,229.74
20.9865,215.596
21.0793,205.86
21.1722,138.992
21.265,69.4959
21.3579,66.3576
21.4508,129.684
21.5436,53.28
21.6365,65.5954
21.7293,122.405
21.8222,128.937
21.9151,87.0551
22.0079,131.191
22.1008,87.0551
22.1936,167.211
22.2865,173.107
22.3794,130.435
22.4722,189.868
22.5651,204.675
22.6579,223.199
22.7508,201.159
22.8437,190.968
22.9365,91.7004
23.0294,190.968
23.1222,71.1203
23.2151,132.715
23.308,131.191
23.4008,88.5768
23.4937,87.0551
23.5865,
23.6794,
23.7723,51.7632
23.8651,66.3576
23.958,87.5594
24.0508,239.219
24.1437,86.5537
24.2366,87.5594
24.3294,88.0666
24.4223,87.5594
24.5152,173.107
24.608,176.133
24.7009,86.5537
24.7937,188.775
24.8866,194.306
24.9795,88.5768
25.0723,196.564
25.1652,194.306
25.258,188.775
25.3509,183.401
25.4438,68.6977
25.5366,66.742
25.6295,
25.7223,96.5936
25.8152,260.87
25.9081,260.87
26.0009,262.382
26.0938,221.914
26.1866,232.409
26.2795,232.409
26.3724,233.755
26.4652,232.409
26.5581,233.755
26.6509,235.11
26.7438,210.672
26.8367,159.66
26.9295,208.252
27.0224,208.252
27.1152,196.564
27.2081,195.432
27.301,196.564
27.3938,196.564
27.4867,195.432
27.5795,196.564
27.6724,193.187
27.7653,208.252
27.8581,196.564
27.951,195.432
28.0438,183.401
28.1367,204.675
28.2296,197.703
28.3224,89.0899
28.4153,64.4685
28.5081,194.306
28.601,129.684
28.6939,134.257
28.7867,128.937
28.8796,146.409
28.9725,193.187
29.0653,196.564
29.1582,192.075
29.251,194.306
29.3439,207.053
29.4368,193.187
29.5296,197.703
29.6225,207.053
29.7153,195.432
29.8082,196.564
29.9011,196.564
29.9939,200
30.0868,139.797
30.1796,198.848
30.2725,195.432
30.3654,136.604
30.4582,294.513
30.5511,317.48
30.6439,
30.7368,
30.8297,227.101
30.9225,223.199
31.0154,249.09
31.1082,87.0551
31.2011,188.775
31.294,87.5594
31.3868,240.605
31.4797,205.86
31.5725,91.7004
31.6654,256.389
31.7583,202.324
31.8511,201.159
31.944,195.432
32.0368,204.675
32.1297,204.675
32.2226,218.102
32.3154,219.365
32.4083,
32.5011,
32.594,
32.6869,
32.7797,
32.8726,
32.9654,
33.0583,
33.1512,
33.244,
33.3369,
33.4298,
33.5226,592.439
33.6155,215.596
33.7083,262.382
33.8012,90.125
33.8941,259.368
33.9869,262.382
34.0798,198.848
34.1726,211.893
34.2655,235.11
34.3584,225.793
34.4512,232.409
34.5441,232.409
34.6369,232.409
34.7298,232.409
34.8227,232.409
34.9155,274.791
35.0084,276.383
35.1012,233.755
35.1941,233.755
35.287,262.382
35.3798,260.87
35.4727,224.492
35.5655,262.382
35.6584,263.902
35.7513,114.87
35.8441,112.896
35.937,205.86
36.0298,130.435
36.1227,193.187
36.2156,176.133
36.3084,208.252
36.4013,208.252
36.4941,232.409
36.587,235.11
36.6799,232.409
36.7727,232.409
36.8656,232.409
36.9584,233.755
37.0513,120.303
37.1442,233.755
37.237,233.755
37.3299,205.86
37.4228,213.12
37.5156,233.755
37.6085,232.409
37.7013,247.655
37.7942,249.09
37.8871,247.655
37.9799,256.389
38.0728,205.86
38.1656,208.252
38.2585,208.252
38.3514,233.755
38.4442,228.416
38.5371,207.053
38.6299,216.845
38.7228,214.355
38.8157,195.432
38.9085,201.159
39.0014,194.306
39.0942,196.564
39.1871,203.496
39.28,197.703
39.3728,192.075
39.4657,193.187
39.5585,196.564
39.6514,196.564
39.7443,201.159
39.8371,194.306
39.93,207.053
40.0228,201.159
40.1157,210.672
40.2086,209.459
40.3014,214.355
40.3943,71.1203
40.4871,204.675
40.58,200
40.6729,84.0896
40.7657,193.187
40.8586,176.133
40.9514,177.154
41.0443,197.703
41.1372,175.119
41.23,174.11
41.3229,175.119
41.4157,196.564
41.5086,185.532
41.6015,196.564
41.6943,207.053
41.7872,188.775
41.8801,195.432
41.9729,176.133
42.0658,177.154
42.1586,156.917
42.2515,195.432
42.3444,176.133
42.4372,156.013
42.5301,58.7774
42.6229,156.917
42.7158,130.435
42.8087,131.951
42.9015,205.86
42.9944,195.432
43.0872,205.86
43.1801,214.355
43.273,140.607
43.3658,131.951
43.4587,213.12
43.5515,117.555
43.6444,239.219
43.7373,200
43.8301,201.159
43.923,241.999
44.0158,624.052
44.1087,642.338
44.2016,231.071
44.2944,233.755
44.3873,233.755
44.4801,233.755
44.573,193.187
44.6659,102.337
44.7587,102.337
44.8516,233.755
44.9444,233.755
45.0373,
45.1302,71.1203
45.223,103.526
45.3159,227.101
45.4087,176.133
45.5016,175.119
45.5945,195.432
45.6873,196.564
45.7802,184.463
45.873,205.86
45.9659,207.053
46.0588,205.86
46.1516,196.564
46.2445,196.564
46.3374,185.532
46.4302,173.107
46.5231,165.29
46.6159,244.811
46.7088,82.169
46.8017,82.645
46.8945,207.053
46.9874,166.248
47.0802,165.29
47.1731,164.338
47.266,155.114
47.3588,55.1589
47.4517,64.4685
47.5445,131.191
47.6374,131.191
47.7303,131.191
47.8231,133.484
47.916,87.5594
48.0088,87.5594
48.1017,87.0551
48.1946,87.5594
48.2874,87.5594
48.3803,88.0666
48.4731,89.606
48.566,91.7004
48.6589,180.25
48.7517,175.119
48.8446,175.119
48.9374,174.11
49.0303,175.119
49.1232,175.119
49.216,202.324
49.3089,201.159
49.4017,207.053
49.4946,207.053
49.5875,190.968
49.6803,184.463
49.7732,178.18
49.866,176.133
49.9589,177.154
50.0518,175.119
50.1446,175.119
50.2375,165.29
50.3303,175.119
50.4232,177.154
50.5161,64.4685
50.6089,117.555
50.7018,200
50.7947,210.672
50.8875,123.114
50.9804,200
51.0732,205.86
51.1661,175.119
51.259,163.392
51.3518,175.119
51.4447,171.119
51.5375,201.159
51.6304,
51.7233,220.636
51.8161,181.294
51.909,208.252
52.0018,181.294
52.0947,175.119
52.1876,183.401
52.2804,87.0551
52.3733,175.119
52.4661,175.119
52.559,175.119
52.6519,175.119
52.7447,184.463
52.8376,68.302
52.9304,58.4389
53.0233,95.4842
53.1162,58.7774
53.209,115.535
53.3019,205.86
53.3947,179.212
53.4876,179.212
53.5805,324.901
53.6733,175.119
53.7662,175.119
53.859,185.532
53.9519,182.344
54.0448,207.053
54.1376,207.053
54.2305,207.053
54.3233,193.187
54.4162,203.496
54.5091,209.459
54.6019,204.675
54.6948,183.401
54.7876,180.25
54.8805,176.133
54.9734,184.463
55.0662,194.306
55.1591,
55.252,
55.3448,
55.4377,
55.5305,
55.6234,
55.7163,
55.8091,175.119
55.902,176.133
55.9948,175.119
56.0877,173.107
56.1806,176.133
56.2734,184.463
56.3663,208.252
56.4591,221.914
56.552,207.053
56.6449,184.463
56.7377,175.119
56.8306,175.119
56.9234,185.532
57.0163,182.344
57.1092,182.344
57.202,176.133
57.2949,174.11
57.3877,193.187
57.4806,188.775
57.5735,195.432
57.6663,200
57.7592,195.432
57.852,194.306
57.9449,194.306
58.0378,208.252
58.1306,195.432
58.2235,195.432
58.3163,84.5768
58.4092,192.075
58.5021,209.459
58.5949,87.0551
58.6878,87.0551
58.7806,232.409
58.8735,112.896
58.9664,185.532
59.0592,88.0666
59.1521,260.87
59.2449,260.87
59.3378,262.382
59.4307,203.496
59.5235,213.12
59.6164,260.87
59.7093,198.848
59.8021,292.817
59.895,312.026
59.9878,211.893
60.0807,277.984
60.1736,277.984
60.2664,246.229
60.3593,257.874
60.4521,233.755
60.545,240.605
60.6379,260.87
60.7307,233.755
60.8236,232.409
60.9164,262.382
61.0093,260.87
61.1022,232.409
61.195,114.87
61.2879,193.187
61.3807,180.25
61.4736,92.7659
61.5665,257.874
61.6593,262.382
61.7522,180.25
61.845,86.5537
61.9379,87.0551
62.0308,204.675
62.1236,308.442
62.2165,310.229
62.3093,201.159
62.4022,277.984
62.4951,276.383
62.5879,276.383
62.6808,266.968
62.7736,240.605
62.8665,233.755
62.9594,262.382
63.0522,240.605
63.1451,233.755
63.2379,243.401
63.3308,131.191
63.4237,231.071
63.5165,213.12
63.6094,92.7659
63.7022,88.0666
63.7951,205.86
63.888,129.684
63.9808,131.191
64.0737,90.125
64.1666,86.0551
64.2594,262.382
64.3523,196.564
64.4451,270.07
64.538,310.229
64.6309,229.74
64.7237,276.383
64.8166,276.383
64.9094,276.383
65.0023,260.87
65.0952,262.382
65.188,262.382
65.2809,262.382
65.3737,232.409
65.4666,231.071
65.5595,219.365
65.6523,262.382
65.7452,235.11
65.838,237.841
65.9309,205.86
66.0238,205.86
66.1166,205.86
66.2095,207.053
66.3023,208.252
66.3952,204.675
66.4881,207.053
66.5809,207.053
66.6738,207.053
66.7666,201.159
66.8595,233.755
66.9524,214.355
67.0452,232.409
67.1381,232.409
67.2309,232.409
67.3238,116.205
67.4167,211.893
67.5095,209.459
67.6024,195.432
67.6952,197.703
67.7881,208.252
67.881,198.848
67.9738,187.688
68.0667,69.4959
68.1595,69.4959
68.2524,69.0956
68.3453,69.4959
68.4381,69.4959
68.531,69.4959
68.6239,69.4959
68.7167,92.7659
68.8096,69.4959
68.9024,69.4959
68.9953,69.4959
69.0882,69.0956
69.181,93.8438
69.2739,239.219
69.3667,231.071
69.4596,250.533
69.5525,247.655
69.6453,233.755
69.7382,232.409
69.831,232.409
69.9239,232.409
70.0168,243.401
70.1096,260.87
70.2025,262.382
70.2953,130.435
70.3882,65.5954
70.4811,65.5954
70.5739,65.5954
70.6668,65.5954
70.7596,65.5954
70.8525,131.191
70.9454,213.12
71.0382,210.672
71.1311,271.634
71.2239,220.636
71.3168,260.87
71.4097,260.87
71.5025,231.071
71.5954,232.409
71.6882,216.845
71.7811,87.0551
71.874,65.5954
71.9668,65.5954
72.0597,131.951
72.1525,130.435
72.2454,65.5954
72.3383,130.435
72.4311,129.684
72.524,190.968
72.6169,
72.7097,207.053
72.8026,186.607
72.8954,173.107
72.9883,177.154
73.0812,87.0551
73.174,178.18
73.2669,174.11
73.3597,207.053
73.4526,241.999
73.5455,114.87
73.6383,211.893
73.7312,187.688
73.824,97.716
73.9169,176.133
74.0098,203.496
74.1026,262.382
74.1955,260.87
74.2883,235.11
74.3812,235.11
74.4741,247.655
74.5669,214.355
74.6598,204.675
74.7526,195.432
74.8455,192.075
74.9384,176.133
75.0312,174.11
75.1241,174.11
75.2169,175.119
75.3098,87.0551
75.4027,87.0551
75.4955,224.492
75.5884,254.912
75.6812,254.912
75.7741,229.74
75.867,262.382
75.9598,249.09
76.0527,190.968
76.1455,599.323
76.2384,233.755
76.3313,216.845
76.4241,232.409
76.517,116.205
76.6098,73.6284
76.7027,116.205
76.7956,232.409
76.8884,231.071
76.9813,232.409
77.0742,237.841
77.167,192.075
77.2599,276.383
77.3527,276.383
77.4456,138.191
77.5385,69.0956
77.6313,69.4959
77.7242,69.4959
77.817,94.3874
77.9099,88.0666
78.0028,175.119
78.0956,211.893
78.1885,263.902
78.2813,87.0551
78.3742,194.306
78.4671,233.755
78.5599,232.409
78.6528,233.755
78.7456,233.755
78.8385,231.071
78.9314,232.409
79.0242,232.409
79.1171,232.409
79.2099,210.672
79.3028,232.409
79.3957,235.11
79.4885,213.12
79.5814,232.409
79.6742,231.071
79.7671,215.596
79.86,232.409
79.9528,218.102
80.0457,195.432
80.1385,204.675
80.2314,196.564
80.3243,196.564
80.4171,198.848
80.51,211.893
80.6028,197.703
80.6957,198.848
80.7886,196.564
80.8814,198.848
80.9743,200
81.0671,200
81.16,195.432
81.2529,192.075
81.3457,195.432
81.4386,196.564
81.5315,196.564
81.6243,194.306
81.7172,194.306
81.81,197.703
81.9029,196.564
81.9958,388.613
82.0886,384.149
82.1815,193.187
82.2743,193.187
82.3672,194.306
82.4601,194.306
82.5529,388.613
82.6458,388.613
82.7386,131.951
82.8315,131.951
82.9244,126.722
83.0172,229.74
83.1101,186.607
83.2029,254.912
83.2958,201.159
83.3887,130.435
83.4815,259.368
83.5744,240.605
83.6672,251.984
83.7601,
83.853,
83.9458,
84.0387,
84.1315,
84.2244,52.0631
84.3173,88.5768
84.4101,89.606
84.503,88.5768
84.5958,88.5768
84.6887,88.0666
84.7816,189.868
84.8744,178.18
84.9673,78.0065
85.0601,188.775
85.153,260.87
85.2459,233.755
85.3387,211.893
85.4316,231.071
85.5244,232.409
85.6173,221.914
85.7102,232.409
85.803,232.409
85.8959,227.101
85.9888,233.755
86.0816,274.791
86.1745,276.383
86.2673,276.383
86.3602,276.383
86.4531,276.383
86.5459,262.382
86.6388,262.382
86.7316,260.87
86.8245,260.87
86.9174,260.87
87.0102,211.893
87.1031,207.053
87.1959,208.252
87.2888,207.053
87.3817,170.133
87.4745,208.252
87.5674,208.252
87.6602,205.86
87.7531,202.324
87.846,202.324
87.9388,198.848
88.0317,195.432
88.1245,200
88.2174,196.564
88.3103,194.306
88.4031,205.86
88.496,196.564
88.5888,105.336
88.6817,65.5954
88.7746,67.9086
88.8674,
88.9603,
89.0531,220.636
89.146,193.187
89.2389,144.727
89.3317,87.0551
89.4246,192.075
89.5174,332.495
89.6103,352.266
89.7032,177.154
89.796,299.661
89.8889,262.382
89.9817,198.848
90.0746,232.409
90.1675,232.409
90.2603,232.409
90.3532,179.212
90.4461,233.755
90.5389,232.409
90.6318,233.755
90.7246,231.071
90.8175,232.409
90.9104,501.066
91.0032,276.383
91.0961,276.383
91.1889,
91.2818,262.382
91.3747,262.382
91.4675,260.87
91.5604,257.874
91.6532,211.893
91.7461,207.053
91.839,208.252
91.9318,131.951
92.0247,84.5768
92.1175,204.675
92.2104,210.672
92.3033,203.496
92.3961,196.564
92.489,208.252
92.5818,200
92.6747,193.187
92.7676,204.675
92.8604,196.564
92.9533,193.187
93.0461,198.848
93.139,186.607
93.2319,219.365
93.3247,210.672
93.4176,182.344
93.5104,205.86
93.6033,86.5537
93.6962,52.0631
93.789,87.5594
93.8819,87.0551
93.9747,88.0666
94.0676,202.324
94.1605,174.11
94.2533,87.0551
94.3462,
94.439,50.874
94.5319,87.0551
94.6248,205.86
94.7176,211.893
94.8105,198.848
94.9034,200
94.9962,192.075
95.0891,196.564
95.1819,195.432
95.2748,98.2821
95.3677,97.1532
95.4605,195.432
95.5534,200
95.6462,204.675
95.7391,195.432
95.832,205.86
95.9248,87.0551
96.0177,
96.1105,
96.2034,
96.2963,
96.3891,
96.482,76.2249
96.5748,208.252
96.6677,200
96.7606,207.053
96.8534,207.053
96.9463,209.459
97.0391,202.324
97.132,196.564
97.2249,196.564
97.3177,194.306
97.4106,196.564
97.5034,195.432
97.5963,194.306
97.6892,65.2176
97.782,194.306
97.8749,196.564
97.9677,196.564
98.0606,66.3576
98.1535,204.675
98.2463,69.4959
98.3392,208.252
98.432,205.86
98.5249,197.703
98.6178,92.7659
98.7106,205.86
98.8035,260.87
98.8963,263.902
98.9892,271.634
99.0821,89.0899
99.1749,198.848
99.2678,195.432
99.3607,197.703
99.4535,198.848
99.5464,196.564
99.6392,202.324
99.7321,
99.825,193.187
99.9178,208.252
100.011,203.496
100.104,196.564
100.196,197.703
100.289,184.463
100.382,187.688
100.475,205.86
100.568,211.893
100.661,208.252
100.754,211.893
100.846,257.874
100.939,240.605
101.032,203.496
101.125,195.432
101.218,130.435
101.311,260.87
101.404,91.1722
101.496,
101.589,
101.682,
101.775,
101.868,
101.961,
102.054,
102.146,
102.239,
102.332,
102.425,
102.518,
102.611,65.5954
102.704,66.742
102.796,200
102.889,88.5768
102.982,229.74
103.075,229.74
103.168,128.937
103.261,86.5537
103.354,87.0551
103.447,90.125
103.539,61.5572
103.632,175.119
103.725,174.11
103.818,348.22
103.911,350.237
104.004,174.11
104.097,274.791
104.189,350.237
104.282,177.154
104.375,233.755
104.468,232.409
104.561,208.252
104.654,232.409
104.747,233.755
104.839,232.409
104.932,232.409
105.025,232.409
105.118,216.845
105.211,233.755
105.304,241.999
105.397,229.74
105.489,129.684
105.582,244.811
105.675,208.252
105.768,207.053
105.861,207.053
105.954,208.252
106.047,157.826
106.139,233.755
106.232,231.071
106.325,229.74
106.418,235.11
106.511,232.409
106.604,172.11
106.697,232.409
106.789,233.755
106.882,214.355
106.975,211.893
107.068,196.564
107.161,194.306
107.254,196.564
107.347,65.9754
107.44,203.496
107.532,211.893
107.625,132.715
107.718,127.456
107.811,194.306
107.904,87.0551
107.997,87.0551
108.09,184.463
108.182,348.22
108.275,310.229
108.368,179.212
108.461,263.902
108.554,232.409
108.647,219.365
108.74,232.409
108.832,233.755
108.925,183.401
109.018,232.409
109.111,235.11
109.204,204.675
109.297,276.383
109.39,276.383
109.482,276.383
109.575,138.191
109.668,233.755
109.761,218.102
109.854,197.703
109.947,262.382
110.04,260.87
110.132,260.87
110.225,260.87
110.318,88.0666
110.411,211.893
110.504,207.053
110.597,207.053
110.69,207.053
110.782,207.053
110.875,208.252
110.968,207.053
111.061,208.252
111.154,232.409
111.247,233.755
111.34,232.409
111.433,232.409
111.525,235.11
111.618,210.672
111.711,203.496
111.804,196.564
111.897,65.5954
111.99,67.1286
112.083,
112.175,
112.268,
112.361,
112.454,
112.547,
112.64,
112.733,
112.825,
112.918,
113.011,
113.104,
113.197,
113.29,
113.383,
113.475,
113.568,
113.661,
113.754,
113.847,
113.94,
114.033,
114.125,
114.218,64.0972
114.311,94.3874
114.404,135.035
114.497,241.999
114.59,88.5768
114.683,86.0551
114.775,88.0666
114.868,86.5537
114.961,86.5537
115.054,201.159
115.147,262.382
115.24,509.824
115.333,174.11
115.426,71.9467
115.518,165.29
115.611,202.324
115.704,196.564
115.797,196.564
115.89,98.2821
115.983,65.5954
116.076,65.2176
116.168,66.3576
116.261,
116.354,
116.447,
116.54,
116.633,
116.726,
116.818,
116.911,87.5594
117.004,87.5594
117.097,229.74
117.19,251.984
117.283,220.636
117.376,209.459
117.468,137.395
117.561,208.252
117.654,207.053
117.747,197.703
117.84,195.432
117.933,130.435
118.026,138.992
118.118,138.992
118.211,138.992
118.304,254.912
118.397,265.43
118.49,93.3033
118.583,68.6977
118.676,138.191
118.768,138.992
118.861,68.6977
118.954,69.0956
119.047,138.992
119.14,271.634
119.233,116.205
119.326,116.205
119.419,115.535
119.511,117.555
119.604,117.555
119.697,116.878
119.79,116.878
119.883,116.878
119.976,116.205
120.069,58.4389
120.161,58.4389
120.254,58.4389
120.347,98.2821
120.44,98.2821
120.533,98.8514
120.626,244.811
120.719,98.2821
120.811,232.409
120.904,228.416
120.997,117.555
121.09,183.401
121.183,189.868
121.276,179.212
121.369,176.133
121.461,190.968
121.554,196.564
121.647,211.893
121.74,207.053
121.833,195.432
121.926,204.675
122.019,205.86
122.111,176.133
122.204,174.11
122.297,175.119
122.39,174.11
122.483,174.11
122.576,175.119
122.669,175.119
122.761,172.11
122.854,129.684
122.947,193.187
123.04,200
123.133,128.194
123.226,150.699
123.319,178.18
123.412,175.119
123.504,175.119
123.597,176.133
123.69,175.119
123.783,205.86
123.876,200
123.969,208.252
124.062,204.675
124.154,198.848
124.247,196.564
124.34,214.355
124.433,175.119
124.526,176.133
124.619,185.532
124.712,175.119
124.804,174.11
124.897,175.119
124.99,166.248
125.083,160.585
125.176,131.191
125.269,187.688
125.362,66.3576
125.454,64.842
125.547,86.0551
125.64,147.257
125.733,87.0551
125.826,184.463
125.919,176.133
126.012,65.5954
126.104,198.848
126.197,179.212
126.29,209.459
126.383,189.868
126.476,195.432
126.569,87.0551
126.662,183.401
126.754,175.119
126.847,176.133
126.94,175.119
127.033,177.154
127.126,176.133
127.219,175.119
127.312,174.11
127.404,177.154
127.497,175.119
127.59,200
127.683,185.532
127.776,175.119
127.869,185.532
127.962,175.119
128.055,176.133
128.147,176.133
128.24,175.119
128.333,175.119
128.426,201.159
128.519,176.133
128.612,175.119
128.705,162.45
128.797,170.133
128.89,89.606
128.983,224.492
129.076,174.11
129.169,
129.262,176.133
129.355,179.212
129.447,176.133
129.54,175.119
129.633,59.1179
129.726,135.817
129.819,131.191
129.912,90.125
130.005,65.2176
130.097,131.951
130.19,213.12
130.283,130.435
130.376,131.191
130.469,253.444
130.562,228.416
130.655,185.532
130.747,187.688
130.84,176.133
130.933,175.119
131.026,69.0956
131.119,128.194
131.212,190.968
131.305,176.133
131.397,104.126
131.49,143.065
131.583,260.87
131.676,188.775
131.769,262.382
131.862,233.755
131.955,233.755
132.048,232.409
132.14,240.605
132.233,197.703
132.326,231.071
132.419,235.11
132.512,220.636
132.605,233.755
132.698,233.755
132.79,231.071
132.883,231.071
132.976,233.755
133.069,204.675
133.162,236.472
133.255,205.86
133.348,208.252
133.44,208.252
133.533,205.86
133.626,204.675
133.719,233.755
133.812,231.071
133.905,204.675
133.998,178.18
134.09,
134.183,
134.276,190.968
134.369,216.845
134.462,194.306
134.555,196.564
134.648,65.5954
134.74,196.564
134.833,201.159
134.926,194.306
135.019,195.432
135.112,196.564
135.205,196.564
135.298,196.564
135.39,205.86
135.483,204.675
135.576,205.86
135.669,175.119
135.762,175.119
135.855,174.11
135.948,87.5594
136.041,87.5594
136.133,175.119
136.226,175.119
136.319,194.306
136.412,198.848
136.505,193.187
136.598,232.409
136.691,232.409
136.783,241.999
136.876,213.12
136.969,235.11
137.062,121.7
137.155,201.159
137.248,231.071
137.341,235.11
137.433,235.11
137.526,214.355
137.619,232.409
137.712,215.596
137.805,241.999
137.898,260.87
137.991,219.365
138.083,270.07
138.176,130.435
138.269,87.5594
138.362,262.382
138.455,257.874
138.548,233.755
138.641,182.344
138.733,233.755
138.826,233.755
138.919,211.893
139.012,276.383
139.105,277.984
139.198,189.868
139.291,203.496
139.383,68.6977
139.476,188.775
139.569,232.409
139.662,233.755
139.755,233.755
139.848,116.878
139.941,232.409
140.034,232.409
140.126,233.755
140.219,233.755
140.312,233.755
140.405,232.409
140.498,262.382
140.591,87.0551
140.684,262.382
140.776,262.382
140.869,263.902
140.962,174.11
141.055,128.937
141.148,263.902
141.241,207.053
141.334,260.87
141.426,263.902
141.519,182.344
141.612,236.472
141.705,232.409
141.798,231.071
141.891,232.409
141.984,233.755
142.076,233.755
142.169,116.205
142.262,232.409
142.355,180.25
142.448,233.755
142.541,233.755
142.634,233.755
142.726,214.355
142.819,209.459
142.912,472.943
143.005,197.703
143.098,196.564
143.191,195.432
143.284,196.564
143.376,195.432
143.469,65.5954
143.562,203.496
143.655,198.848
143.748,205.86
143.841,196.564
143.934,96.5936
144.027,
144.119,
144.212,
144.305,
144.398,
144.491,
144.584,
144.677,
144.769,
144.862,
144.955,
145.048,
145.141,
145.234,
145.327,
145.419,
145.512,
145.605,
145.698,143.065
145.791,175.119
145.884,205.86
145.977,174.11
146.069,175.119
146.162,190.968
146.255,218.102
146.348,116.878
146.441,253.444
146.534,213.12
146.627,151.572
146.719,128.937
146.812,72.3635
146.905,196.564
146.998,175.119
147.091,175.119
147.184,175.119
147.277,175.119
147.369,175.119
147.462,175.119
147.555,174.11
147.648,202.324
147.741,174.11
147.834,174.11
147.927,194.306
148.02,172.11
148.112,175.119
148.205,188.775
148.298,95.4842
148.391,129.684
148.484,130.435
148.577,195.432
148.67,194.306
148.762,198.848
148.855,96.0373
148.948,175.119
149.041,176.133
149.134,61.2027
149.227,51.7632
149.32,65.5954
149.412,58.7774
149.505,174.11
149.598,173.107
149.691,175.119
149.784,175.119
149.877,86.5537
149.97,204.675
150.062,161.515
150.155,176.133
150.248,187.688
150.341,175.119
150.434,174.11
150.527,224.492
150.62,224.492
150.712,239.219
150.805,176.133
150.898,200
150.991,116.878
151.084,117.555
151.177,89.606
151.27,96.5936
151.362,68.6977
151.455,176.133
151.548,146.409
151.641,90.125
151.734,203.496
151.827,174.11
151.92,175.119
152.013,178.18
152.105,174.11
152.198,87.5594
152.291,198.848
152.384,176.133
152.477,174.11
152.57,203.496
152.663,181.294
