frame_time_s,f0_hz
152.755,127.456
152.848,133.484
152.941,243.401
153.034,130.435
153.127,130.435
153.22,198.848
153.313,65.2176
153.405,64.842
153.498,186.607
153.591,180.25
153.684,131.191
153.777,184.463
153.87,88.5768
153.963,176.133
154.055,207.053
154.148,197.703
154.241,93.3033
154.334,270.07
154.427,344.221
154.52,
154.613,213.12
154.705,240.605
154.798,250.533
154.891,262.382
154.984,137.395
155.077,175.119
155.17,174.11
155.263,153.333
155.355,348.22
155.448,
155.541,200
155.634,235.11
155.727,116.878
155.82,220.636
155.913,
156.006,
156.098,260.87
156.191,253.444
156.284,310.229
156.377,193.187
156.47,312.026
156.563,177.154
156.656,172.11
156.748,87.5594
156.841,86.0551
156.934,253.444
157.027,262.382
157.12,262.382
157.213,262.382
157.306,197.703
157.398,156.013
157.491,155.114
157.584,90.125
157.677,276.383
157.77,277.984
157.863,202.324
157.956,92.7659
158.048,65.2176
158.141,207.053
158.234,66.3576
158.327,116.205
158.42,232.409
158.513,231.071
158.606,232.409
158.698,216.845
158.791,259.368
158.884,260.87
158.977,262.382
159.07,208.252
159.163,205.86
159.256,207.053
159.348,209.459
159.441,208.252
159.534,208.252
159.627,202.324
159.72,116.205
159.813,68.6977
159.906,203.496
159.999,196.564
160.091,198.848
160.184,200
160.277,211.893
160.37,232.409
160.463,233.755
160.556,233.755
160.649,233.755
160.741,233.755
160.834,232.409
160.927,244.811
161.02,233.755
161.113,207.053
161.206,214.355
161.299,210.672
161.391,492.458
161.484,220.636
161.577,182.344
161.67,228.416
161.763,103.526
161.856,104.126
161.949,195.432
162.041,229.74
162.134,231.071
162.227,205.86
162.32,501.066
162.413,251.984
162.506,196.564
162.599,243.401
162.691,256.389
162.784,216.845
162.877,253.444
162.97,237.841
163.063,260.87
163.156,260.87
163.249,312.026
163.341,155.114
163.434,164.338
163.527,176.133
163.62,176.133
163.713,265.43
163.806,263.902
163.899,196.564
163.992,262.382
164.084,260.87
164.177,262.382
164.27,203.496
164.363,613.331
164.456,620.458
164.549,207.053
164.642,208.252
164.734,292.817
164.827,204.675
164.92,228.416
165.013,260.87
165.106,196.564
165.199,233.755
165.292,232.409
165.384,232.409
165.477,135.035
165.57,131.191
165.663,131.191
165.756,86.5537
165.849,257.874
165.942,260.87
166.034,262.382
166.127,250.533
166.22,88.5768
166.313,201.159
166.406,203.496
166.499,205.86
166.592,205.86
166.684,207.053
166.777,207.053
166.87,205.86
166.963,196.564
167.056,196.564
167.149,196.564
167.242,196.564
167.334,195.432
167.427,195.432
167.52,98.2821
167.613,103.526
167.706,207.053
167.799,195.432
167.892,196.564
167.985,196.564
168.077,97.1532
168.17,195.432
168.263,208.252
168.356,196.564
168.449,195.432
168.542,195.432
168.635,203.496
168.727,65.2176
168.82,87.0551
168.913,200
169.006,165.29
169.099,246.229
169.192,232.409
169.285,237.841
169.377,489.621
169.47,495.311
169.563,192.075
169.656,233.755
169.749,233.755
169.842,241.999
169.935,160.585
170.027,243.401
170.12,77.1105
170.213,176.133
170.306,171.119
170.399,204.675
170.492,174.11
170.585,87.0551
170.677,213.12
170.77,69.4959
170.863,198.848
170.956,196.564
171.049,211.893
171.142,196.564
171.235,284.481
171.327,207.053
171.42,208.252
171.513,209.459
171.606,73.2043
171.699,224.492
171.792,232.409
171.885,233.755
171.978,232.409
172.07,232.409
172.163,86.5537
172.256,256.389
172.349,229.74
172.442,231.071
172.535,241.999
172.628,207.053
172.72,205.86
172.813,196.564
172.906,194.306
172.999,87.5594
173.092,198.848
173.185,86.5537
173.278,215.596
173.37,188.775
173.463,87.5594
173.556,88.0666
173.649,176.133
173.742,183.401
173.835,176.133
173.928,220.636
174.02,202.324
174.113,204.675
174.206,195.432
174.299,224.492
174.392,116.878
174.485,195.432
174.578,196.564
174.67,116.205
174.763,193.187
174.856,207.053
174.949,207.053
175.042,205.86
175.135,88.0666
175.228,86.0551
175.32,251.984
175.413,260.87
175.506,270.07
175.599,87.0551
175.692,88.5768
175.785,92.2316
175.878,85.5595
175.97,177.154
176.063,135.035
176.156,133.484
176.249,203.496
176.342,219.365
176.435,213.12
176.528,205.86
176.621,214.355
176.713,205.86
176.806,198.848
176.899,194.306
176.992,201.159
177.085,204.675
177.178,209.459
177.271,196.564
177.363,197.703
177.456,235.11
177.549,253.444
177.642,260.87
177.735,247.655
177.828,486.801
177.921,253.444
178.013,229.74
178.106,253.444
178.199,164.338
178.292,174.11
178.385,161.515
178.478,165.29
178.571,205.86
178.663,200
178.756,201.159
178.849,198.848
178.942,197.703
179.035,198.848
179.128,204.675
179.221,194.306
179.313,233.755
179.406,197.703
179.499,205.86
179.592,210.672
179.685,200
179.778,87.5594
179.871,241.999
179.963,87.0551
180.056,237.841
180.149,83.6053
180.242,87.5594
180.335,87.0551
180.428,87.0551
180.521,87.0551
180.614,181.294
180.706,260.87
180.799,128.194
180.892,202.324
180.985,233.755
181.078,231.071
181.171,203.496
181.264,231.071
181.356,233.755
181.449,198.848
181.542,232.409
181.635,232.409
181.728,228.416
181.821,253.444
181.914,276.383
182.006,276.383
182.099,259.368
182.192,260.87
182.285,87.0551
182.378,87.0551
182.471,263.902
182.564,88.5768
182.656,90.125
182.749,136.604
182.842,90.125
182.935,209.459
183.028,259.368
183.121,262.382
183.214,219.365
183.306,240.605
183.399,253.444
183.492,211.893
183.585,231.071
183.678,232.409
183.771,231.071
183.864,274.791
183.956,276.383
184.049,274.791
184.142,131.191
184.235,128.194
184.328,78.0065
184.421,87.0551
184.514,87.0551
184.607,86.5537
184.699,224.492
184.792,87.0551
184.885,88.0666
184.978,89.606
185.071,88.0666
185.164,87.5594
185.257,203.496
185.349,88.0666
185.442,87.0551
185.535,202.324
185.628,233.755
185.721,240.605
185.814,221.914
185.907,228.416
185.999,
186.092,
186.185,
186.278,
186.371,
186.464,
186.557,
186.649,
186.742,
186.835,
186.928,350.237
187.021,350.237
187.114,348.22
187.207,348.22
187.299,346.215
187.392,350.237
187.485,350.237
187.578,348.22
187.671,350.237
187.764,348.22
187.857,348.22
187.949,388.613
188.042,390.864
188.135,390.864
188.228,404.648
188.321,409.35
188.414,393.128
188.507,348.22
188.6,348.22
188.692,350.237
188.785,350.237
188.878,348.22
188.971,352.266
189.064,244.811
189.157,87.0551
189.25,87.0551
189.342,87.5594
189.435,87.5594
189.528,87.5594
189.621,205.86
189.714,175.119
189.807,87.5594
189.9,203.496
189.992,87.5594
190.085,235.11
190.178,231.071
190.271,233.755
190.364,232.409
190.457,231.071
190.55,213.12
190.642,211.893
190.735,232.409
190.828,231.071
190.921,265.43
191.014,277.984
191.107,138.992
191.2,138.191
191.292,138.992
191.385,92.2316
191.478,87.5594
191.571,87.5594
191.664,259.368
191.757,260.87
191.85,207.053
191.942,204.675
192.035,207.053
192.128,251.984
192.221,209.459
192.314,203.496
192.407,208.252
192.5,208.252
192.593,196.564
192.685,205.86
192.778,197.703
192.871,198.848
192.964,65.5954
193.057,65.2176
193.15,65.5954
193.243,65.9754
193.335,64.4685
193.428,67.5175
193.521,65.5954
193.614,65.5954
193.707,203.496
193.8,87.5594
193.893,87.5594
193.985,
194.078,53.5887
194.171,146.409
194.264,204.675
194.357,296.22
194.45,348.22
194.543,348.22
194.635,215.596
194.728,276.383
194.821,174.11
194.914,235.11
195.007,233.755
195.1,233.755
195.193,182.344
195.285,232.409
195.378,232.409
195.471,233.755
195.564,233.755
195.657,233.755
195.75,78.0065
195.843,138.992
195.935,138.992
196.028,198.848
196.121,260.87
196.214,260.87
196.307,262.382
196.4,262.382
196.493,213.12
196.586,210.672
196.678,208.252
196.771,208.252
196.864,276.383
196.957,196.564
197.05,68.302
197.143,184.463
197.236,195.432
197.328,205.86
197.421,195.432
197.514,193.187
197.607,202.324
197.7,196.564
197.793,97.716
197.886,198.848
197.978,200
198.071,202.324
198.164,67.5175
198.257,67.9086
198.35,
198.443,
198.536,
198.628,
198.721,87.5594
198.814,87.0551
198.907,224.492
199,175.119
199.093,202.324
199.186,86.5537
199.278,143.893
199.371,241.999
199.464,133.484
199.557,195.432
199.65,232.409
199.743,223.199
199.836,215.596
199.928,231.071
200.021,229.74
200.114,205.86
200.207,211.893
200.3,219.365
200.393,198.848
200.486,204.675
200.579,196.564
200.671,203.496
200.764,88.5768
200.857,64.4685
200.95,64.4685
201.043,
201.136,
201.229,277.984
201.321,406.992
201.414,406.992
201.507,196.564
201.6,148.968
201.693,197.703
201.786,74.4839
201.879,92.2316
201.971,66.3576
202.064,175.119
202.157,194.306
202.25,239.219
202.343,259.368
202.436,216.845
202.529,203.496
202.621,197.703
202.714,65.5954
202.807,65.5954
202.9,65.5954
202.993,
203.086,66.3576
203.179,52.0631
203.271,69.4959
203.364,66.3576
203.457,65.2176
203.55,
203.643,88.0666
203.736,87.5594
203.829,88.5768
203.921,190.968
204.014,196.564
204.107,214.355
204.2,214.355
204.293,210.672
204.386,211.893
204.479,203.496
204.572,203.496
204.664,223.199
204.757,216.845
204.85,197.703
204.943,213.12
205.036,213.12
205.129,76.2249
205.222,78.0065
205.314,205.86
205.407,210.672
205.5,189.868
205.593,180.25
205.686,503.968
205.779,495.311
205.872,263.902
205.964,260.87
206.057,518.736
206.15,524.763
206.243,169.154
206.336,174.11
206.429,175.119
206.522,228.416
206.614,179.212
206.707,
206.8,
206.893,
206.986,
207.079,
207.172,50.2896
207.264,64.4685
207.357,131.951
207.45,64.842
207.543,65.9754
207.636,66.3576
207.729,87.5594
207.822,87.5594
207.914,89.0899
208.007,175.119
208.1,175.119
208.193,87.5594
208.286,271.634
208.379,271.634
208.472,350.237
208.565,188.775
208.657,175.119
208.75,175.119
208.843,186.607
208.936,418.918
209.029,393.128
209.122,225.793
209.215,196.564
209.307,195.432
209.4,219.365
209.493,276.383
209.586,277.984
209.679,277.984
209.772,138.992
209.865,233.755
209.957,138.992
210.05,177.154
210.143,346.215
210.236,172.11
210.329,174.11
210.422,175.119
210.515,87.5594
210.607,243.401
210.7,262.382
210.793,262.382
210.886,183.401
210.979,260.87
211.072,262.382
211.165,198.848
211.257,233.755
211.35,233.755
211.443,228.416
211.536,243.401
211.629,232.409
211.722,251.984
211.815,515.748
211.907,521.741
212,260.87
212.093,244.811
212.186,263.902
212.279,262.382
212.372,175.119
212.465,175.119
212.558,176.133
212.65,175.119
212.743,175.119
212.836,175.119
212.929,224.492
213.022,627.667
213.115,613.331
213.208,204.675
213.3,262.382
213.393,262.382
213.486,262.382
213.579,233.755
213.672,233.755
213.765,229.74
213.858,209.459
213.95,120.303
214.043,276.383
214.136,277.984
214.229,276.383
214.322,138.992
214.415,71.9467
214.508,69.4959
214.6,111.6
214.693,263.902
214.786,262.382
214.879,262.382
214.972,262.382
215.065,262.382
215.158,262.382
215.25,260.87
215.343,260.87
215.436,263.902
215.529,174.11
215.622,260.87
215.715,251.984
215.808,233.755
215.9,257.874
215.993,262.382
216.086,262.382
216.179,175.119
216.272,64.4685
216.365,65.5954
216.458,132.715
216.551,66.3576
216.643,65.5954
216.736,65.5954
216.829,65.5954
216.922,65.2176
217.015,86.5537
217.108,87.5594
217.201,228.416
217.293,176.133
217.386,175.119
217.479,176.133
217.572,98.2821
217.665,175.119
217.758,175.119
217.851,177.154
217.943,156.917
218.036,173.107
218.129,239.219
218.222,98.8514
218.315,97.716
218.408,98.2821
218.501,196.564
218.593,239.219
218.686,236.472
218.779,249.09
218.872,174.11
218.965,
219.058,69.8985
219.151,122.405
219.243,82.169
219.336,86.5537
219.429,176.133
219.522,175.119
219.615,175.119
219.708,177.154
219.801,87.5594
219.893,210.672
219.986,530.861
220.079,524.763
220.172,521.741
220.265,521.741
220.358,521.741
220.451,530.861
220.544,194.306
220.636,65.5954
220.729,65.9754
220.822,66.3576
220.915,182.344
221.008,177.154
221.101,106.56
221.194,178.18
221.286,177.154
221.379,65.9754
221.472,65.9754
221.565,
221.658,
221.751,
221.844,
221.936,
222.029,
222.122,
222.215,
222.308,
222.401,
222.494,
222.586,
222.679,
222.772,
222.865,138.191
222.958,138.992
223.051,138.992
223.144,94.9342
223.236,139.797
223.329,138.992
223.422,69.0956
223.515,138.191
223.608,138.992
223.701,69.4959
223.794,138.992
223.886,139.797
223.979,69.8985
224.072,116.205
224.165,116.878
224.258,116.878
224.351,116.878
224.444,116.205
224.537,115.535
224.629,117.555
224.722,116.878
224.815,116.205
224.908,58.4389
225.001,58.1023
225.094,123.828
225.187,70.3034
225.279,97.716
225.372,98.8514
225.465,193.187
225.558,202.324
225.651,97.716
225.744,
225.837,97.1532
225.929,98.2821
226.022,98.2821
226.115,215.596
226.208,98.2821
226.301,200
226.394,109.682
226.487,107.798
226.579,185.532
226.672,177.154
226.765,102.337
226.858,213.12
226.951,114.208
227.044,118.236
227.137,270.07
227.229,177.154
227.322,84.5768
227.415,109.682
227.508,107.798
227.601,218.102
227.694,225.793
227.787,224.492
227.879,227.101
227.972,235.11
228.065,236.472
228.158,232.409
228.251,233.755
228.344,241.999
228.437,233.755
228.529,236.472
228.622,236.472
228.715,123.828
228.808,86.5537
228.901,68.6977
228.994,69.4959
229.087,84.0896
229.18,204.675
229.272,68.302
229.365,52.0631
229.458,69.0956
229.551,176.133
229.644,287.787
229.737,155.114
229.83,273.208
229.922,135.817
230.015,213.12
230.108,197.703
230.201,231.071
230.294,155.114
230.387,74.9154
230.48,142.241
230.572,213.12
230.665,95.4842
230.758,65.2176
230.851,77.1105
230.944,
231.037,59.1179
231.13,128.937
231.222,70.7107
231.315,69.0956
231.408,50
231.501,138.191
231.594,138.191
231.687,51.7632
231.78,86.5537
231.872,239.219
231.965,178.18
232.058,87.0551
232.151,180.25
232.244,58.1023
232.337,58.4389
232.43,
232.522,
232.615,
232.708,
232.801,
232.894,
232.987,
233.08,
233.173,
233.265,
233.358,
233.451,51.4651
233.544,68.302
233.637,52.3647
233.73,51.7632
233.823,130.435
233.915,126.722
234.008,127.456
234.101,244.811
234.194,220.636
234.287,135.035
234.38,113.55
234.473,223.199
234.565,223.199
234.658,213.12
234.751,220.636
234.844,207.053
234.937,102.337
235.03,202.324
235.123,220.636
235.215,250.533
235.308,237.841
235.401,219.365
235.494,244.811
235.587,237.841
235.68,235.11
235.773,213.12
235.865,213.12
235.958,184.463
236.051,176.133
236.144,58.4389
236.237,58.4389
236.33,
236.423,
236.515,
236.608,
236.701,
236.794,
236.887,
236.98,
237.073,
237.166,
237.258,
237.351,
237.444,
237.537,
237.63,
237.723,
237.816,
237.908,
238.001,
238.094,
238.187,
238.28,
238.373,
238.466,
238.558,
238.651,
238.744,
238.837,
238.93,
239.023,
239.116,
239.208,
239.301,
239.394,
239.487,
239.58,
239.673,
239.766,
239.858,
239.951,
240.044,
240.137,
240.23,
240.323,
240.416,
240.508,
240.601,
240.694,
240.787,
240.88,
240.973,
241.066,
241.159,
241.251,
241.344,
241.437,
241.53,
241.623,110.957
241.716,118.921
241.809,197.703
241.901,233.755
241.994,228.416
242.087,231.071
242.18,219.365
242.273,229.74
242.366,233.755
242.459,144.727
242.551,143.893
242.644,67.9086
242.737,87.0551
242.83,87.5594
242.923,87.5594
243.016,175.119
243.109,87.0551
243.201,175.119
243.294,174.11
243.387,175.119
243.48,175.119
243.573,117.555
243.666,117.555
243.759,117.555
243.851,
243.944,131.951
244.037,128.937
244.13,64.0972
244.223,64.842
244.316,65.2176
244.409,110.318
244.501,65.5954
244.594,173.107
244.687,129.684
244.78,65.2176
244.873,64.842
244.966,
245.059,
245.152,
245.244,
245.337,
245.43,
245.523,
245.616,
245.709,
245.802,
245.894,59.1179
245.987,116.205
246.08,125.992
246.173,128.937
246.266,250.533
246.359,244.811
246.452,188.775
246.544,229.74
246.637,232.409
246.73,203.496
246.823,236.472
246.916,76.6664
247.009,235.11
247.102,133.484
247.194,240.605
247.287,208.252
247.38,127.456
247.473,125.266
247.566,130.435
247.659,128.937
247.752,263.902
247.844,270.07
247.937,421.344
248.03,414.106
248.123,512.778
248.216,171.119
248.309,57.7676
248.402,66.742
248.494,
248.587,
248.68,
248.773,
248.866,
248.959,
249.052,
249.145,
249.237,
249.33,
249.423,
249.516,
249.609,
249.702,67.5175
249.795,88.0666
249.887,131.191
249.98,131.191
250.073,172.11
250.166,
250.259,211.893
250.352,229.74
250.445,246.229
250.537,174.11
250.63,174.11
250.723,221.914
