frame_time_s,rms,spectral_centroid_hz,spectral_bandwidth_hz,zcr,f0_hz
128.896,0.142009,3200.82,2177.02,0.257324,174.035
128.96,0.149724,3211.7,2376.41,0.259766,87.5632
129.024,0.145638,1715.04,2105.42,0.154297,223.852
129.088,0.115918,2090.93,2082.84,0.119141,173.985
129.152,0.121661,3341.57,2308.38,0.237305,174.664
129.216,0.132558,3048.85,2410.17,0.26709,184.051
129.28,0.159146,2713.88,2476.58,0.156738,176.224
129.344,0.185784,3170,2640.44,0.134766,180.182
129.408,0.178946,2983.12,2661.14,0.0991211,175.06
129.472,0.159568,2117.97,2380.09,0.108887,175.852
129.536,0.152838,3085.28,2522.52,0.163574,175.796
129.6,0.130445,1910.69,2286.5,0.178223,187.837
129.664,0.0915422,3001.72,2536.07,0.20752,60.1359
129.728,0.0933937,3056.66,2519.1,0.214355,154.911
129.792,0.171297,2091.71,2319.73,0.119141,131.447
129.856,0.218142,2009.64,2429.08,0.0561523,131.06
129.92,0.208227,2392.47,2547.17,0.0732422,88.5592
129.984,0.190666,2159.08,2553.14,0.081543,65.5513
130.048,0.187516,2113.13,2498.11,0.0678711,65.1262
130.112,0.194031,1790.88,2386.44,0.0454102,65.7805
130.176,0.181679,2021.87,2206.76,0.116211,244.997
130.24,0.16538,2581.95,2300.49,0.155273,214.566
130.304,0.159084,2194.89,2223.97,0.108398,130.929
130.368,0.190885,1935.95,2196.4,0.0717773,130.848
130.432,0.219663,2158.85,2456.15,0.0493164,130.477
130.496,0.2106,1627.98,2286.23,0.0546875,65.2993
130.56,0.185779,1789.05,2365.66,0.0551758,66.0171
130.624,0.164281,2161.8,2451.81,0.0703125,66.0686
130.688,0.155493,1935.1,2330.18,0.0874023,176.328
130.752,0.15818,2029.83,2247.41,0.158203,176.107
130.816,0.164843,3054.08,2440.13,0.181641,186.633
130.88,0.156339,2854.91,2601.94,0.137207,175.842
130.944,0.130612,3092.59,2681.21,0.14502,174.158
131.008,0.0988979,2810.82,2671.79,0.131836,179.114
131.072,0.086305,2321.36,2375.36,0.14209,67.8791
131.136,0.0892144,3445.59,2230.93,0.273438,65.7844
131.2,0.127933,3497.75,2116.49,0.37207,127.86
131.264,0.135965,3598.33,2358.67,0.32373,190.991
131.328,0.137186,2335.55,2367.2,0.20459,174.948
131.392,0.13502,2575.22,2487.52,0.13916,205.056
131.456,0.106041,4125.56,2492.06,0.358398,205.625
131.52,0.141237,3853.35,2716.65,0.358887,204.658
131.584,0.189568,2783.98,2743.59,0.124512,129
131.648,0.196942,2554.09,2564.57,0.109375,88.2561
131.712,0.183032,2731.88,2660.28,0.0957031,87.8625
131.776,0.171753,2308.85,2471.66,0.0859375,87.0001
131.84,0.157021,2284.85,2400.97,0.0849609,261.997
131.904,0.14683,2438.7,2305.6,0.17334,240.849
131.968,0.164295,2892.29,2488.72,0.20166,216.358
132.032,0.157068,2400.47,2327.05,0.135254,232.916
132.096,0.1146,2347.13,2386.17,0.115723,232.505
132.16,0.12574,1784.74,1998.36,0.0810547,236.657
132.224,0.204919,2353.95,2355.32,0.0976562,231.451
132.288,0.216628,2472.52,2523.71,0.122559,204.444
132.352,0.186029,2307.85,2455.72,0.09375,231.935
132.416,0.212347,1791.17,2274.4,0.0493164,228.697
132.48,0.220187,1534.35,2031.16,0.0761719,233.965
132.544,0.170886,2733.38,2304.18,0.179199,222.165
132.608,0.112382,3062.36,2506.91,0.203613,233.904
132.672,0.138309,2563.16,2078.65,0.147461,116.505
132.736,0.209673,2203.21,2375.33,0.0893555,233.266
132.8,0.258496,1379.51,2115.34,0.0419922,232.348
132.864,0.246179,1884.96,2414.13,0.0390625,77.4876
132.928,0.202614,2251.13,2627.2,0.0629883,228.781
132.992,0.173464,2931.78,2663.89,0.131836,222.158
133.056,0.151434,3372.25,2763.09,0.230469,232.103
133.12,0.132013,3184.38,2513.78,0.249023,218.137
133.184,0.165502,2515.64,2535.41,0.13623,236.322
133.248,0.217955,1604.32,2126.56,0.0415039,217.621
133.312,0.239836,1606.19,2115.34,0.0317383,207.057
133.376,0.245212,1670.65,2157.87,0.0395508,208.521
133.44,0.236,2045.97,2304.6,0.0771484,207.866
133.504,0.19742,2621.63,2254.5,0.175781,208.132
133.568,0.153818,3231.37,2296.49,0.248047,206.014
133.632,0.149944,2712.53,2414.22,0.186523,88.031
133.696,0.17913,1804.43,2128.57,0.0898438,209.907
133.76,0.18848,2260.96,2400.68,0.0668945,233.931
133.824,0.141283,2243.88,2514.89,0.0844727,230.185
133.888,0.0817366,2412.11,2119.67,0.168945,217.968
133.952,0.147765,2882.36,2395.46,0.210449,204.833
134.016,0.172299,3366.29,2579.85,0.20166,181.189
134.08,0.124496,3462.46,2459.11,0.276367,171.92
134.144,0.135633,2443.23,2264.42,0.221191,215.633
134.208,0.155348,2000.77,2222.58,0.112793,615.385
134.272,0.129545,1378.17,1749.05,0.122559,206.607
134.336,0.0952633,2066.68,2140.94,0.148926,190.741
134.4,0.12867,2435.93,2025.51,0.166504,193.455
134.464,0.194368,1899.6,2067.55,0.108398,194.568
134.528,0.21997,2190.38,2273.19,0.0698242,196.87
134.592,0.195732,2443.89,2306.1,0.117188,195.703
134.656,0.158738,2602.27,2497.74,0.147949,196.775
134.72,0.14061,2825.35,2467.58,0.159668,66.3423
134.784,0.142681,2629.63,2562.69,0.140137,197.134
134.848,0.161394,2376.96,2287.09,0.177246,198.069
134.912,0.150678,2897.08,2434.08,0.285645,197.206
134.976,0.145338,3291.31,2588.4,0.237305,194.666
135.04,0.176844,2787.19,2438.68,0.0996094,194.668
135.104,0.198601,2220.52,2249.02,0.0615234,195.766
135.168,0.187927,2097.18,2083.61,0.111328,195.957
135.232,0.16828,2282.41,2189.72,0.147461,196.374
135.296,0.159447,2284.7,2212.56,0.197754,196.84
135.36,0.151474,4100.03,2175.19,0.353516,196.448
135.424,0.133674,2735.45,2405.32,0.382324,194.774
135.488,0.126371,3029.75,2246.81,0.291016,204.013
135.552,0.139997,2507.06,1922.33,0.226074,206.195
135.616,0.136411,2203.22,2137.86,0.154297,206.667
135.68,0.137573,2229.94,2278.56,0.0913086,176.538
135.744,0.148533,1777.94,2143.07,0.0488281,174.739
135.808,0.15096,2040.49,2315.68,0.130371,174.981
135.872,0.162343,3095.54,2253.41,0.203613,174.167
135.936,0.169775,3033.4,2474.87,0.149414,87.8394
136,0.142985,1472.75,2023.76,0.101074,176.23
136.064,0.130512,1965.92,2062.38,0.121094,87.3749
136.128,0.119737,2311.26,2251.65,0.147949,175.233
136.192,0.0740992,2398.29,2196.51,0.154297,175.234
136.256,0.11774,2189.14,2191.47,0.147461,174.918
136.32,0.175923,2385.61,2445.87,0.134277,194.273
136.384,0.190659,2476.43,2396.86,0.09375,195.533
136.448,0.18669,1902.73,2211.12,0.0385742,200.277
136.512,0.171203,1589.11,2069.46,0.0307617,189.407
136.576,0.170135,1171.43,1701.38,0.0600586,198.965
136.64,0.189891,1832,2097.18,0.0810547,230.638
136.704,0.198732,1506.37,1965.63,0.0776367,232.499
136.768,0.160676,1557.58,2039.83,0.0830078,233.699
136.832,0.136105,2170.73,2420.16,0.0932617,244.27
136.896,0.199493,1979.59,2340.62,0.0908203,211.23
136.96,0.199697,1970.14,2351.68,0.0844727,224.567
137.024,0.146056,1565.39,2084.03,0.090332,238.615
137.088,0.123726,1657.18,2156.28,0.0839844,121.075
137.152,0.138758,2283,2402.19,0.155762,127.702
137.216,0.146012,2886.98,2290.96,0.219727,224.624
137.28,0.138656,3317.22,2311.65,0.314941,225.37
137.344,0.156056,3278.01,2353.1,0.3125,241.888
137.408,0.17677,2655.73,2136.26,0.191895,234.078
137.472,0.176147,2440.93,2273.67,0.17334,234.298
137.536,0.166207,2946.31,2559.42,0.163086,116.948
137.6,0.184004,2694.14,2519.5,0.129395,65.9422
137.664,0.176184,2103.39,2271.59,0.103027,232.406
137.728,0.153439,1967.49,2124.69,0.139648,214.158
137.792,0.152505,2872.07,2389.38,0.154297,206.256
137.856,0.166536,2672.87,2584.86,0.102539,242.658
137.92,0.160877,2608.37,2688.18,0.102051,129.348
137.984,0.187366,2208.29,2581.35,0.0883789,256.384
138.048,0.211988,1944.85,2209.78,0.0888672,209.949
138.112,0.181076,2589.88,2082.56,0.18457,191.059
138.176,0.164822,3080.68,2048.3,0.293457,262.43
138.24,0.154673,3188.22,2222.37,0.279785,130.788
138.304,0.14821,2115.99,2180.05,0.147461,87.6887
138.368,0.138593,2070.82,2073.2,0.170898,213.823
138.432,0.135098,2722.11,1862.9,0.256836,261.567
138.496,0.154664,2708.69,1858.57,0.243164,234.874
138.56,0.168397,2764.24,2056.71,0.199707,233.033
138.624,0.187477,2499.24,2353.27,0.141113,233.725
138.688,0.193331,2600.42,2480.08,0.113281,198.447
138.752,0.195668,2323.59,2160.15,0.109863,116.779
138.816,0.206714,2230.44,2157.35,0.097168,233.847
138.88,0.181174,2868.97,2295.42,0.189453,232.081
138.944,0.152573,2752.53,2333.95,0.259766,216.75
139.008,0.166198,2432.58,1865.24,0.200684,398.922
139.072,0.197999,2735.86,1954.98,0.145508,277.465
139.136,0.197556,2689.18,2008.16,0.13916,277.363
139.2,0.217059,2284.28,2240.92,0.100586,277.585
139.264,0.218212,2201.03,2476.51,0.0527344,193.849
139.328,0.153997,2474.32,2489.95,0.137207,204.192
139.392,0.115951,3945.32,2647.09,0.293945,68.6618
139.456,0.125642,3659.78,2824.09,0.311523,65.2909
139.52,0.150964,2843.73,2345.6,0.242676,188.9
139.584,0.167404,2972.39,2265.57,0.273926,232.842
139.648,0.171491,2843.58,2138.49,0.290039,232.48
139.712,0.1582,2698.82,2084.11,0.254395,116.709
139.776,0.161151,2399.6,2295.07,0.186035,116.753
139.84,0.166863,2963.66,2557.34,0.154297,116.716
139.904,0.157175,2741.08,2329.64,0.187012,116.704
139.968,0.165777,2783.05,2364.73,0.156738,116.502
140.032,0.190468,1899.9,2184.33,0.109375,233.063
140.096,0.186637,2380.56,2242.69,0.117676,226.359
140.16,0.173,2570.05,2292.43,0.132812,116.959
140.224,0.182274,2212.58,2104.11,0.112793,116.8
140.288,0.19008,2241.78,2097.57,0.100098,233.37
140.352,0.180513,2212.55,2064.7,0.142578,233.472
140.416,0.163455,2756.05,1920.11,0.200195,230.747
140.48,0.164698,3020.39,2112.48,0.257812,261
140.544,0.163459,3212.59,2053.01,0.311035,263.16
140.608,0.162834,3170.68,2202.46,0.269531,87.287
140.672,0.140873,2104.76,2085.19,0.22168,214.67
140.736,0.110621,2732.94,2165.15,0.220215,262.975
140.8,0.143533,2700.52,2180.71,0.181641,263.415
140.864,0.150699,2620.13,2132.17,0.159668,260.554
140.928,0.162675,2358.77,2237.22,0.152832,264.032
140.992,0.172328,2675.09,2524.67,0.153809,174.158
141.056,0.160174,2491.08,2196.06,0.158203,173.665
141.12,0.167641,2293.62,2059.4,0.149902,257.304
141.184,0.170451,2437.73,2023.41,0.147461,262.364
141.248,0.147032,1529.77,1885.45,0.141602,206.261
141.312,0.115728,2298.34,2058.23,0.155273,261.877
141.376,0.120914,2520.41,2066.09,0.179199,259.964
141.44,0.125833,2762.2,2040.6,0.194824,262.174
141.504,0.170119,2439.83,2099.92,0.15625,259.932
141.568,0.213771,2427.71,2420.52,0.097168,183.022
141.632,0.208182,2103.12,2270.26,0.0947266,236.911
141.696,0.174515,2148.09,2160.04,0.125,236.659
141.76,0.16784,2363.05,2211.6,0.138184,116.618
141.824,0.167401,2448.47,2213.89,0.212402,231.998
141.888,0.168559,3022.94,2239.83,0.267578,232.244
141.952,0.175695,2472.21,2011.63,0.240234,232.944
142.016,0.184531,2317.16,1942.4,0.174316,233.436
142.08,0.203099,1938.24,1923.24,0.100098,233.668
142.144,0.193417,1693.93,2050.39,0.0942383,232.011
142.208,0.167246,2099.1,1979.35,0.133301,116.272
142.272,0.147169,2218.78,2126.44,0.147461,231.937
142.336,0.138702,1851.92,1999.34,0.102051,231.923
142.4,0.15125,1451.52,1838.88,0.0898438,196.309
142.464,0.170325,2329.92,2191.4,0.106445,94.7101
142.528,0.198415,2293.4,2213.37,0.104004,233.724
142.592,0.214679,2153.17,2138.52,0.112793,232.947
142.656,0.200977,1996.09,2027.53,0.0966797,233.208
142.72,0.163752,1552.08,1905.81,0.0888672,231.241
142.784,0.135566,1973.58,1946.81,0.12793,212.265
142.848,0.133403,2211.81,1996.43,0.146973,209.041
142.912,0.112837,2134.33,2123.19,0.126953,209.14
142.976,0.137376,1226.59,1781.58,0.0922852,465.423
143.04,0.158854,1813.23,2062.58,0.106445,197.686
143.104,0.189395,2117.41,2129.78,0.127441,197.345
143.168,0.219873,2336.52,2209.68,0.102539,196.005
143.232,0.205922,2127.81,2121.82,0.0996094,195.731
143.296,0.154076,1730.9,2166.68,0.117188,196.142
143.36,0.0927716,2215.54,2326.18,0.175293,196.49
143.424,0.0824886,3979.65,2426.77,0.362305,195.045
143.488,0.0648253,4586.47,2366.26,0.507812,192.699
143.552,0.122381,2318.09,2671.09,0.296387,197.245
143.616,0.185594,1806.41,1937.94,0.0708008,201.125
143.68,0.192539,1493.06,1897.7,0.0712891,196.931
143.744,0.20293,1622.09,2091.71,0.0678711,207.44
143.808,0.211472,1323.37,1915.63,0.0639648,200.192
143.872,0.166356,1600.33,1974.22,0.0732422,196.648
143.936,0.117873,1849.21,2100.38,0.0952148,96.3997
144,0.127932,1960.28,2101.1,0.103027,96.3839
144.064,0.128494,2015.46,1991.9,0.14209,95.1589
144.128,0.137567,2555.77,2097.14,0.225586,194.424
144.192,0.139555,2917.09,2010.08,0.291016,81.3507
144.256,0.113733,2931.96,1942.72,0.333496,615.385
144.32,0.155209,2543.35,2237.11,0.257324,431.231
144.384,0.171797,2066.93,2254.58,0.140137,615.385
144.448,0.157636,1581.64,1861.19,0.121094,142.227
144.512,0.146602,2729.07,2346.62,0.271973,615.385
144.576,0.138411,4034.02,2344.96,0.392578,173.834
144.64,0.169945,2446.78,2443.64,0.212402,177.97
144.704,0.176365,1703.92,2140.52,0.09375,174.45
144.768,0.163781,2497.12,2312.03,0.146484,186.422
144.832,0.18418,1755.23,2128.15,0.124023,197.932
144.896,0.182037,1518.17,1929.57,0.0898438,211.942
144.96,0.137705,1626.87,1999.51,0.124023,195.646
145.024,0.131286,3285.76,2109.06,0.219727,188.85
145.088,0.161004,2426.45,2347.99,0.202148,193.783
145.152,0.163143,2618.46,2213.69,0.199219,615.385
145.216,0.148705,3158.49,2290.54,0.239258,89.8072
145.28,0.147139,2376.48,2346.21,0.15625,87.849
145.344,0.14714,1699.99,2023.56,0.132324,191.053
145.408,0.12566,2289.34,2168.38,0.193848,102.193
145.472,0.0905678,2502.9,2241.98,0.257324,213.267
145.536,0.0912724,4190.42,2216.84,0.466797,173.93
145.6,0.161218,3933.03,2517.24,0.421387,101.232
145.664,0.185336,2341.6,2489.28,0.135742,190.74
145.728,0.145794,2616.66,2488.31,0.131836,142.269
145.792,0.151413,2112.88,2397.45,0.128906,174.638
145.856,0.159291,1637.53,2128.85,0.0737305,174.589
145.92,0.13415,1560.59,1953.73,0.112305,205.034
145.984,0.121633,2912.5,2437.2,0.278809,174.287
146.048,0.132642,4262,2453.33,0.333008,174.24
146.112,0.150347,3110.65,2594.88,0.167969,174.761
146.176,0.218495,2149.4,2395.76,0.0576172,174.243
146.24,0.239641,2164.22,2536.87,0.0454102,191.072
146.304,0.19663,1705.62,2312.51,0.0551758,115.489
146.368,0.157492,1881.18,2169.21,0.09375,117.522
146.432,0.132855,2069.74,2225.93,0.129395,244.468
146.496,0.144011,2518.38,2155.95,0.182617,204.282
146.56,0.140468,2462.59,2305.86,0.171387,218.68
146.624,0.131545,1952,2046.22,0.116699,175.924
146.688,0.138371,1855.26,2071.94,0.0888672,303.297
146.752,0.162815,1641.6,2129.05,0.0698242,130.08
146.816,0.182597,1889.81,2158.6,0.0976562,73.3051
146.88,0.163022,1869.06,2021.48,0.121094,615.385
146.944,0.139858,2215.42,2199.07,0.147461,195.763
147.008,0.151704,2643.43,2295.49,0.155762,174.773
147.072,0.148584,2561.47,2235.87,0.212891,174.642
147.136,0.140556,2999.97,2376.39,0.219238,175.301
147.2,0.156921,1921.81,2122.35,0.123535,174.191
147.264,0.160475,1908.64,2059.35,0.0966797,175.599
147.328,0.158165,2008.28,2123.66,0.111816,174.777
147.392,0.154033,2259,2138.14,0.126953,174.878
147.456,0.138251,2118.46,2241.54,0.175293,174.592
147.52,0.137803,3198.62,2121.42,0.226562,187.059
147.584,0.15432,2761.54,2333.74,0.187012,86.8583
147.648,0.145699,1582.52,1994.83,0.140625,175.989
147.712,0.124037,2316.21,2251.03,0.146973,87.3216
147.776,0.139982,2152.13,2107.61,0.134277,174.345
147.84,0.140571,2519.59,2260.21,0.136719,175.237
147.904,0.15021,2827.59,2232.82,0.17627,174.836
147.968,0.19356,2901.4,2511.55,0.144043,188.637
148.032,0.181304,2622.95,2439.48,0.11377,175.935
148.096,0.153632,2202.39,2082.99,0.117676,174.575
148.16,0.167501,1921.91,2110.71,0.0888672,174.905
148.224,0.158885,1188.52,1694.31,0.106445,174.822
148.288,0.136133,1941.71,1979.57,0.118164,219.799
148.352,0.13935,1810.22,2067.94,0.0986328,95.0111
148.416,0.160474,1348,1843.86,0.0917969,129.749
148.48,0.188139,2667.28,2463.53,0.146484,130.623
148.544,0.218394,1899.6,2354.11,0.127441,202.1
148.608,0.208375,2344.52,2284.85,0.0834961,92.7344
148.672,0.212163,2154.98,2227.28,0.0800781,193.444
148.736,0.224583,2020.68,2278.85,0.065918,194.233
148.8,0.198434,1874,2153.22,0.141602,197.785
148.864,0.1614,2993.48,2305.55,0.198242,204.855
148.928,0.147247,2717.97,2285.53,0.165527,186.76
148.992,0.157342,2484.87,2307.43,0.117188,175.079
149.056,0.153154,1928.03,2222.19,0.0791016,175.387
149.12,0.141336,1459.06,1959.59,0.0961914,175.196
149.184,0.137375,2291.18,2163.47,0.141113,62.9154
149.248,0.127525,1762.86,2093.45,0.112305,63.9648
149.312,0.122197,1908.48,2362.2,0.0634766,64.2082
149.376,0.152098,1699.13,2158.81,0.104492,66.2927
149.44,0.153842,2871.89,2426.23,0.161133,195.235
149.504,0.123531,2719.56,2516.33,0.16748,177.116
149.568,0.138681,2195.83,2190.24,0.125488,174.938
149.632,0.17194,2145.62,2225.75,0.074707,173.831
149.696,0.177917,2091.63,2198.93,0.0839844,174.552
149.76,0.155441,2596.72,2291.05,0.178223,175.281
149.824,0.144847,3754.68,2258.64,0.31543,174.716
149.888,0.147591,3777.2,2366.84,0.361816,183.233
149.952,0.142625,3696.05,2605.7,0.298828,87.0894
150.016,0.150189,3071.92,2719.98,0.201172,204.573
150.08,0.152431,2070.24,2330.5,0.125977,235.792
150.144,0.178824,1843.66,2228.52,0.0864258,170.214
150.208,0.192311,1591.49,2171.59,0.0742188,176.79
150.272,0.201692,2110.88,2329.09,0.0703125,179.456
150.336,0.178658,2865.49,2548.29,0.138672,192.625
150.4,0.131413,3327.38,2584.18,0.171875,175.845
150.464,0.145423,2271.1,2288.85,0.14502,173.741
150.528,0.147117,2164.88,2203.23,0.135742,175.76
150.592,0.120262,1431.83,2023.77,0.108398,205.792
150.656,0.076155,2074.26,2331.63,0.156738,226.233
150.72,0.105533,2793.67,2320.19,0.231445,99.352
150.784,0.151732,2815.67,2304.32,0.210449,173.211
150.848,0.222781,2505.88,2392.94,0.118164,175.671
150.912,0.238781,2281.2,2512.42,0.0566406,192.854
150.976,0.205064,1931.11,2284.74,0.0493164,221.157
151.04,0.191023,2033.94,2284.29,0.0556641,117.064
151.104,0.168591,2071.54,2416.1,0.105469,59.9251
151.168,0.152432,2956.59,2221.01,0.23291,208.092
151.232,0.132597,3955.48,2244.83,0.441406,89.8197
151.296,0.112404,4757.98,1958.56,0.59082,96.4762
151.36,0.10324,4748.85,1942.78,0.544434,60.6076
151.424,0.13784,2830.87,2553.59,0.294434,220.399
151.488,0.139745,2078.26,2254.72,0.133301,176.759
151.552,0.1224,3234.98,2485.76,0.206055,175.679
151.616,0.123444,2761.04,2584.48,0.217773,179.978
151.68,0.129658,2784.98,2505.44,0.146973,90.1593
151.744,0.143633,2519.57,2315.59,0.165039,203.39
151.808,0.144313,2704.62,2358.36,0.200684,180.444
151.872,0.15455,2468.22,2216.81,0.192383,173.424
151.936,0.135841,3252.51,2537.58,0.298828,174.56
152,0.121129,3878.65,2577.06,0.340332,173.953
152.064,0.134219,2370.84,2314.53,0.218262,177.087
152.128,0.13888,2515.27,2239.76,0.212402,174.303
152.192,0.138998,3131.2,2070.89,0.315918,173.549
152.256,0.148501,3588.08,2408.98,0.273438,88.292
152.32,0.145022,2017.4,2382.85,0.136719,191.151
152.384,0.148534,1941.43,2258.54,0.0966797,88.4063
152.448,0.152172,2023.13,2462.17,0.0791016,174.637
152.512,0.115633,2365.68,2580.48,0.0708008,173.781
152.576,0.176771,2331.64,2569.6,0.0869141,164.823
152.64,0.231492,1908.58,2358,0.0761719,190.425
152.704,0.204084,2018.97,2420.8,0.0615234,181.604
152.768,0.159047,2225.65,2454.74,0.109375,90.4198
152.832,0.136354,4138.77,2532.93,0.29248,127.632
152.896,0.120409,3034.99,2827.96,0.359375,204.681
152.96,0.119431,3440.91,2762.04,0.196289,235.01
153.024,0.132612,3411.92,2641.63,0.142578,65.3802
153.088,0.138857,4040.47,2501.19,0.175781,64.8089
153.152,0.201251,2854.08,2757.37,0.110352,128.466
153.216,0.22403,1954.86,2401.96,0.0561523,65.1053
153.28,0.188913,2040.68,2502.96,0.0810547,63.954
153.344,0.160687,3371.79,2756.33,0.140137,65.326
153.408,0.132027,4334.53,2583.25,0.274414,65.3989
153.472,0.154963,3172.33,2639.59,0.285645,213.125
153.536,0.180849,2782.05,2450.21,0.149902,192.377
153.6,0.152928,2670.06,2449.9,0.0981445,184.167
153.664,0.125987,2794.71,2396.95,0.110352,85.9772
153.728,0.144334,3778.45,2608.13,0.138184,128.17
153.792,0.163739,1971.88,2474.92,0.106934,219.396
153.856,0.158968,1724.84,2377.63,0.0615234,161.084
153.92,0.156927,1635.54,2366.31,0.0615234,88.3366
153.984,0.167221,1769.65,2499.21,0.0585938,88.0016
154.048,0.172765,1801.6,2113.9,0.120605,173.749
154.112,0.179807,2681.47,2374.33,0.146973,206.866
154.176,0.183868,2066.92,2325.57,0.0917969,193.976
154.24,0.173661,1932.66,2305.46,0.0932617,96.3598
154.304,0.158513,2204.43,2399.74,0.0913086,89.7847
154.368,0.146518,2176.54,2362.39,0.114746,270.434
154.432,0.114311,3596.24,2435.39,0.271973,128.185
154.496,0.125976,3410.28,2186.98,0.323242,129.265
154.56,0.164825,2958.83,2345.64,0.192383,86.7705
154.624,0.160277,1902.05,2282.64,0.0917969,86.9262
154.688,0.132891,1791.44,2048.51,0.0883789,205.488
154.752,0.113641,2202,2272.23,0.108887,242.874
154.816,0.103755,2118.44,2357.33,0.074707,129.839
154.88,0.126072,1287.2,1892.5,0.0522461,255.517
154.944,0.177208,2547.33,2457.37,0.0703125,257.707
155.008,0.197516,2056.24,2368.07,0.0922852,234.426
155.072,0.190114,2197.73,2298.41,0.105957,152.112
155.136,0.183692,2386.84,2310.66,0.113281,176.323
155.2,0.168072,2153.64,2256.31,0.108887,174.369
155.264,0.15649,1938.59,2223.6,0.0927734,186.014
155.328,0.140383,2171.72,2259.99,0.115234,313.454
155.392,0.130688,2224.99,2256.19,0.130859,173.523
155.456,0.131738,1917.58,2134.74,0.101074,163.426
155.52,0.212397,1930.91,2277.39,0.0664062,309.412
155.584,0.24408,2049.31,2513.31,0.0488281,201.337
155.648,0.217109,1543.47,2139.22,0.0424805,226.191
155.712,0.202086,1737.17,2184.21,0.0410156,117.428
155.776,0.166618,1780.05,2122.07,0.10498,116.833
155.84,0.129628,2803.7,2204.77,0.248535,203.779
155.904,0.0893901,3153.38,2362.58,0.261719,69.5432
155.968,0.107631,2322.53,2209.42,0.196777,71.4852
156.032,0.157288,2456.81,2131.74,0.165039,262.142
156.096,0.197689,1970.26,2147.31,0.0844727,261.824
156.16,0.175217,1942.6,2299.85,0.15332,259.936
156.224,0.135632,3981.19,2572.53,0.3125,253.941
156.288,0.148875,3239.62,2419.97,0.312012,155.837
156.352,0.152146,2606.07,2063.63,0.244141,309.884
156.416,0.146921,2552.81,2230.17,0.242188,192.679
156.48,0.14906,2858.11,2109.34,0.249023,309.6
156.544,0.157221,2712.76,1876.5,0.273438,313.95
156.608,0.158817,2880.7,1944.94,0.29248,353.567
156.672,0.147857,2489.12,1922.08,0.242188,347.674
156.736,0.124856,2506.22,2090.55,0.197266,490.119
156.8,0.125816,2651.65,2162.87,0.205078,87.0477
156.864,0.151592,3206.92,2163.82,0.211914,85.998
156.928,0.17712,2949.73,2448.56,0.135254,87.7536
156.992,0.159889,1652.19,2050.83,0.0952148,236.751
157.056,0.147686,2256.09,2271.68,0.0991211,87.3901
157.12,0.172099,2563.36,2366.78,0.0727539,261.834
157.184,0.152478,2581.09,2432.24,0.0688477,262.362
157.248,0.187934,2154.89,2418.63,0.0712891,262.069
157.312,0.198202,2358.52,2293.43,0.133301,198.019
157.376,0.161611,2350.07,2004.36,0.185059,203.548
157.44,0.164994,2283.42,2025.94,0.158203,155.681
157.504,0.156238,2174.45,2043.34,0.161133,155.391
157.568,0.138941,2844.18,2477.04,0.250977,96.0449
157.632,0.160027,2962.93,2523.91,0.224609,276.765
157.696,0.179307,2486.63,2048.34,0.168945,277.614
157.76,0.172468,2380.69,1878.21,0.192871,275.696
157.824,0.199019,2413.4,1939.66,0.162598,278.757
157.888,0.212545,2319.98,2311.53,0.12793,210.015
157.952,0.178533,2278.51,2108.28,0.140137,205.683
158.016,0.138195,2064.77,2003.13,0.171875,92.9612
158.08,0.13464,2490.51,2060.85,0.178711,65.2452
158.144,0.134456,2484.37,2232.94,0.25,202.599
158.208,0.113679,3668.58,2345.33,0.416504,206.187
158.272,0.0814534,4265.64,2371.11,0.493652,64.2554
158.336,0.124031,2632.18,2445.69,0.312012,138.829
158.4,0.172423,2058.3,2003.13,0.15918,232.49
158.464,0.171117,1645.57,1982.9,0.13623,232.282
158.528,0.182807,1521.86,1917.91,0.0761719,232.062
158.592,0.190205,1677.58,1878.65,0.0805664,231.661
158.656,0.154549,1950.03,2068.22,0.120605,232.606
158.72,0.140692,2321.92,2238.42,0.177734,232.237
158.784,0.146456,3056.93,2394.65,0.196289,201.46
158.848,0.145826,2257.29,2015.7,0.15332,65.3531
158.912,0.124698,1998.87,1845.79,0.124023,261.441
158.976,0.134392,1749.43,1866.7,0.0888672,87.2722
159.04,0.19818,1187.4,1787.55,0.0546875,211.857
159.104,0.19863,1877.41,2381.77,0.0966797,207.317
159.168,0.165559,3546.76,2289.24,0.260254,202.347
159.232,0.179681,3509.02,2476.95,0.228516,189.02
159.296,0.183887,2021.52,2352.17,0.0913086,206.684
159.36,0.167625,2039.4,2350.12,0.0888672,206.534
159.424,0.215029,1750.01,2045.16,0.090332,208.513
159.488,0.246041,2036.92,2044.95,0.0825195,207.866
159.552,0.265938,1412.33,1826.5,0.0639648,207.761
159.616,0.25202,1844.32,2241.51,0.078125,202.71
159.68,0.186248,2252.79,2128.17,0.134277,208.321
159.744,0.147624,2331.87,2161.64,0.242676,77.497
159.808,0.130747,4215.79,2105.53,0.457031,232.913
159.872,0.141138,3812.85,2552.57,0.426758,234.553
159.936,0.169546,3188.36,2650.2,0.187012,205.082
160,0.220891,2299.28,2479.09,0.105957,197.563
160.064,0.205737,2690.34,2573.41,0.205566,195.938
160.128,0.146431,4455.82,2269.28,0.406738,192.767
160.192,0.208122,3052.63,2637.94,0.29248,200.366
160.256,0.243062,1973.06,2394.16,0.0668945,200.946
160.32,0.204999,1460.67,1896.7,0.0693359,212.989
