frame_time_s,rms,spectral_centroid_hz,spectral_bandwidth_hz,zcr,f0_hz
64.64,0.188972,2327.02,2319.49,0.164062,310.533
64.704,0.192528,2547.95,2428.27,0.125977,92.5537
64.768,0.183473,2620.41,2427.44,0.125,276.407
64.832,0.189342,2287.53,2297.91,0.115723,276.798
64.896,0.172813,2416.39,2274.71,0.162109,276.717
64.96,0.175219,2856.16,2280.33,0.194336,262.665
65.024,0.172883,2722.02,2166.52,0.198242,130.522
65.088,0.161094,2619.85,2055.62,0.227051,261.683
65.152,0.145125,2553.15,2084.06,0.219727,262.076
65.216,0.138133,2847.52,2090.62,0.247559,261.707
65.28,0.159553,2697.72,2104.55,0.247559,261.42
65.344,0.186794,2164.98,1996.83,0.125977,260.675
65.408,0.219197,1890.62,2065.42,0.0498047,232.71
65.472,0.195678,1689.97,2132.9,0.105957,232.426
65.536,0.145491,2766.52,2482.47,0.174316,193.672
65.6,0.130333,2593.34,2255.36,0.201172,263.425
65.664,0.14322,2509.69,2299.4,0.167969,262.704
65.728,0.184107,1735.12,2103.3,0.10791,239.133
65.792,0.175913,2571.73,2446.3,0.127441,232.723
65.856,0.155789,2376.96,2382.11,0.116699,238.371
65.92,0.184365,2185.47,2220.06,0.0952148,200.609
65.984,0.196225,2795.9,2425.55,0.119629,193.636
66.048,0.202896,2201.58,2359.7,0.0864258,204.066
66.112,0.210298,1382.55,1902.04,0.0541992,206.481
66.176,0.219971,2008.5,2155.33,0.0712891,207.604
66.24,0.222756,1765,2068.32,0.0727539,207.283
66.304,0.23494,1514.02,1943.94,0.0664062,208.122
66.368,0.232964,2323.77,2397.15,0.0908203,208.315
66.432,0.196938,2389.75,2366.83,0.109863,204.416
66.496,0.194934,1678.37,1807.89,0.090332,206.583
66.56,0.203066,1623.77,1818.32,0.0952148,207.999
66.624,0.200107,1837.51,1934.74,0.09375,206.942
66.688,0.172936,1721.89,2136.35,0.0727539,207.167
66.752,0.160595,2336.92,2251.57,0.097168,205.585
66.816,0.205261,2488.45,2288.18,0.104492,211.651
66.88,0.230461,2549.13,2320.27,0.0844727,232.753
66.944,0.223299,2464.71,2457.5,0.106445,232.458
67.008,0.202071,2237.81,2356.98,0.125977,212.945
67.072,0.197358,2030.17,2081.73,0.11377,232.61
67.136,0.190492,2030.21,1950.31,0.128418,232.65
67.2,0.163643,2118.61,1980.49,0.157715,232.555
67.264,0.165464,2744.63,2323.07,0.17627,230.271
67.328,0.198373,2542.35,2443.15,0.131836,116.829
67.392,0.208408,1503.46,1879.32,0.0693359,115.603
67.456,0.20349,1487.33,1885.24,0.0600586,209.542
67.52,0.206036,1109.94,1674.26,0.0537109,209.746
67.584,0.19622,1647.03,1918.23,0.0566406,197.195
67.648,0.185733,1627.69,2091.93,0.0649414,195.227
67.712,0.204723,1237.6,1595.4,0.0761719,197.75
67.776,0.210149,1741.86,1807.39,0.0888672,207.752
67.84,0.166531,2119.61,2218.77,0.157715,207.266
67.904,0.143715,2666.61,2386.46,0.166016,198.668
67.968,0.150778,1721.42,1900.8,0.104004,193.172
68.032,0.148513,1614.17,1882.35,0.0830078,69.3308
68.096,0.157992,1421.54,1785.65,0.0717773,69.46
68.16,0.165195,1330.78,1690,0.0673828,69.3623
68.224,0.162026,1422.28,1762.56,0.0986328,69.576
68.288,0.150356,3057.99,2220.45,0.216309,91.5004
68.352,0.139138,3097.25,2534.83,0.22168,69.4814
68.416,0.137911,1998.03,2150.86,0.114258,69.5747
68.48,0.148853,1443.64,1772,0.0737305,69.2936
68.544,0.17776,1345.92,1681.55,0.0585938,69.3931
68.608,0.200001,1235.13,1627.74,0.050293,69.5013
68.672,0.199291,1627.84,2029.64,0.0712891,69.5237
68.736,0.192749,2406.57,2437.31,0.0874023,92.7862
68.8,0.200309,1970.63,2295.24,0.0673828,91.9767
68.864,0.217572,1510.19,1963.2,0.0522461,69.3003
68.928,0.228587,1342.71,1879.97,0.0488281,69.1762
68.992,0.23131,1102.58,1709.36,0.0405273,92.7398
69.056,0.214059,1458.69,1881.96,0.0527344,96.5346
69.12,0.203657,1636.68,2084.39,0.0644531,69.2577
69.184,0.198851,2045.25,2332.2,0.0708008,69.0383
69.248,0.203497,2038.13,2337.5,0.0810547,69.1631
69.312,0.225825,1990.21,2377.94,0.0786133,231.632
69.376,0.216508,1513.67,2125.05,0.0693359,231.497
69.44,0.189282,1680.46,2016.94,0.0942383,236.507
69.504,0.179638,3039.34,2431.6,0.157715,69.4266
69.568,0.204189,2683.75,2477.14,0.149902,275.284
69.632,0.23153,2439.08,2420.91,0.0898438,230.188
69.696,0.241848,1694.91,2186.11,0.0639648,233.269
69.76,0.231468,1326.71,1890.81,0.065918,232.626
69.824,0.210546,1296.16,1779.29,0.0766602,232.867
69.888,0.198922,1465.66,1907.19,0.0810547,233.274
69.952,0.192864,1701.65,1865.48,0.101562,232.315
70.016,0.186924,1884.95,1730.02,0.141602,240.511
70.08,0.184981,2082.65,1916.79,0.149902,259.795
70.144,0.174799,1888.35,2033.31,0.158691,261.104
70.208,0.154395,2715.19,2415.78,0.17041,93.3551
70.272,0.161595,2067.54,2199.51,0.126465,253.58
70.336,0.156516,1749.26,2006.43,0.0952148,257.421
70.4,0.156203,1565.15,1842.25,0.0805664,256.795
70.464,0.189922,1408.77,1696.82,0.0556641,65.6667
70.528,0.19416,1240.66,1561.68,0.0463867,65.6321
70.592,0.164642,2553.36,2183.58,0.129883,65.6303
70.656,0.166448,2992.39,2423.4,0.156738,65.4062
70.72,0.182012,1923.23,2145.85,0.074707,65.5654
70.784,0.183961,1283.92,1655.9,0.0532227,130.158
70.848,0.183343,1071.3,1408.48,0.0576172,130.885
70.912,0.1712,1190.32,1544.75,0.0693359,130.091
70.976,0.162722,1257.23,1642.17,0.0864258,79.6419
71.04,0.179461,2420.64,2451.71,0.105469,216.249
71.104,0.187121,2344.68,2336.26,0.13916,200.157
71.168,0.167477,2122.27,2142.48,0.151367,270.897
71.232,0.170245,2258.17,1980.68,0.16748,221.69
71.296,0.192695,2712.95,2225.92,0.19043,65.2063
71.36,0.178343,2409.84,2245.31,0.209473,65.0119
71.424,0.158429,2794.69,2153.41,0.208984,65.0625
71.488,0.183619,2272.08,2048.71,0.12207,259.002
71.552,0.210296,1997.01,2009.35,0.0595703,230.731
71.616,0.235444,1984.56,2298.29,0.0688477,232.681
71.68,0.233826,2744.82,2420.21,0.131348,205.046
71.744,0.21061,2834.98,2306.09,0.151367,65.7135
71.808,0.180997,3217.54,2333.75,0.233398,65.2413
71.872,0.153415,4308.46,2128.77,0.410156,239.368
71.936,0.150471,3857.52,2238.75,0.430664,205.358
72,0.161048,3211.65,2429.49,0.26709,65.6014
72.064,0.158123,2478.49,2353.92,0.134277,130.043
72.128,0.141908,2652.07,2554.68,0.128906,130.603
72.192,0.167398,2029.33,2411.36,0.104004,130.058
72.256,0.182186,1903.7,2088.7,0.0952148,65.6524
72.32,0.183437,1824.41,2037.38,0.0922852,65.2842
72.384,0.195268,1865.97,1898.64,0.0634766,130.05
72.448,0.196653,1656.67,1981.18,0.0996094,130.217
72.512,0.164136,3120.38,2492.22,0.250977,66.8746
72.576,0.134599,2698.49,2388.74,0.253906,60.382
72.64,0.119273,1985.48,2073.34,0.130371,61.1756
72.704,0.090427,1668.04,1901.93,0.0898438,220.5
72.768,0.125071,1549.08,1821.59,0.0727539,198.945
72.832,0.131433,1853.8,1880.31,0.116699,186.552
72.896,0.137936,1799.99,1989.25,0.145996,173.285
72.96,0.175746,2507.81,2377.01,0.125488,191.356
73.024,0.170234,2330.38,2439.37,0.0844727,177.528
73.088,0.149755,3004.16,2455.31,0.157715,189.18
73.152,0.163417,2725.89,2588.27,0.175781,185.057
73.216,0.15464,2015.61,2261.58,0.097168,175.261
73.28,0.138065,1691.69,2085.22,0.0712891,174.404
73.344,0.179695,1437.65,1914.35,0.0605469,174.169
73.408,0.189112,2219.14,2368.74,0.104492,221.777
73.472,0.15093,3331.47,2657.04,0.252441,243.524
73.536,0.137161,3923.08,2681.42,0.287598,213.02
73.6,0.153881,3529.72,2626.74,0.215332,174.321
73.664,0.142232,2055.27,2567.7,0.175781,199.004
73.728,0.123267,1887.29,2021.53,0.118164,201.526
73.792,0.102605,1935.02,2130.53,0.141602,204.719
73.856,0.0599253,2444.68,2445.4,0.175781,97.631
73.92,0.118552,2157.56,2544.19,0.164551,175.539
73.984,0.18599,2365.85,2480.46,0.119141,202.361
74.048,0.207847,2641.06,2568.76,0.116211,219.782
74.112,0.224551,3110.97,2691.78,0.111328,252.021
74.176,0.230226,3060.44,2676.27,0.0874023,261.806
74.24,0.200136,3096.98,2425.55,0.150391,260.903
74.304,0.206813,3054.43,2549.67,0.14502,241.651
74.368,0.234561,2101.67,2425.29,0.0571289,235.007
74.432,0.206306,1582.95,2062.03,0.0405273,235.935
74.496,0.159076,1857,2330.62,0.0507812,243.998
74.56,0.185256,1602.36,2159.47,0.0610352,254.105
74.624,0.218387,1751.43,2220.12,0.0600586,209.774
74.688,0.229277,1768.76,2282.96,0.0527344,203.291
74.752,0.202007,1897.61,2325.28,0.0820312,196.393
74.816,0.167269,2106.06,2432.78,0.182129,194.003
74.88,0.15958,3622.88,2380.49,0.264648,194.548
74.944,0.138058,2761.56,2550.43,0.179199,175.463
75.008,0.145659,2059.2,2298.48,0.0654297,174.345
75.072,0.158243,1581.92,2039.81,0.0410156,173.918
75.136,0.15294,1593.43,2002.54,0.0537109,174.671
75.2,0.136791,3536.31,2550.04,0.237793,174.664
75.264,0.131313,3219.86,2682.46,0.344727,200.199
75.328,0.13399,3622.83,2580.25,0.297363,87.1843
75.392,0.124301,3487,2704.73,0.240723,87.4055
75.456,0.177034,3447.31,2494.25,0.183105,88.3755
75.52,0.230716,2228.73,2611.18,0.117676,226.486
75.584,0.208389,1941.7,2441.29,0.0566406,260.484
75.648,0.178742,1621.89,2266.1,0.0551758,248.341
75.712,0.165336,2599.52,2431.18,0.188965,239.847
75.776,0.184128,3420.52,2579.13,0.221191,221.997
75.84,0.207437,2515.27,2567.42,0.109375,86.7815
75.904,0.157294,3731.36,2751.44,0.241211,261.122
75.968,0.133099,3350.25,2774.42,0.248535,249.511
76.032,0.141702,1974.26,2248.95,0.119141,199.863
76.096,0.116333,2063.57,2157.19,0.121582,191.321
76.16,0.154449,2675.68,2027.49,0.141602,266.106
76.224,0.231933,2213.41,2178.64,0.102539,234.996
76.288,0.238373,1863.08,2239.44,0.0820312,231.541
76.352,0.194907,2061.67,2125.96,0.125,230.451
76.416,0.180659,2200.95,1938.61,0.170898,231.794
76.48,0.179897,2354.92,1931.63,0.210449,232.786
76.544,0.163044,2502.1,2127.07,0.23584,232.108
76.608,0.164235,3466.5,2426.73,0.221191,231.957
76.672,0.224762,2812,2489.49,0.108398,234.008
76.736,0.270346,1754.34,2084.28,0.0307617,232.266
76.8,0.287629,1636.09,2099.35,0.03125,232.696
76.864,0.280834,1152.59,1837.44,0.0332031,232.349
76.928,0.280403,1802.44,2229,0.0366211,231.676
76.992,0.257973,1612.64,2110.6,0.0356445,232.729
77.056,0.188096,1637.36,2080.07,0.0498047,236.767
77.12,0.155967,1848.68,2189.88,0.126953,236.822
77.184,0.169458,3329.83,2467.32,0.215332,204.932
77.248,0.176509,2952.82,2344,0.269043,277.928
77.312,0.174718,3054.07,2216.71,0.302246,276.684
77.376,0.172604,2947.97,2227.4,0.288086,276.406
77.44,0.153801,2733.2,2285.7,0.228516,276.623
77.504,0.138623,2231.75,2168.34,0.155273,276.458
77.568,0.141711,2331.5,2152.1,0.183594,69.1907
77.632,0.153766,3189.75,2277.72,0.213867,69.3818
77.696,0.157243,2579.16,2315.38,0.133301,69.5124
77.76,0.155632,1642.51,1905.74,0.0820312,69.4618
77.824,0.162109,1585.79,1863.6,0.0864258,94.6151
77.888,0.160653,1587.03,1842.73,0.0966797,87.8652
77.952,0.14428,1650.36,1894.29,0.0908203,88.0008
78.016,0.172602,2081.77,2250.67,0.0776367,174.513
78.08,0.196977,1992.08,2012.11,0.127441,190.683
78.144,0.178833,2504.59,1894.66,0.231445,214.845
78.208,0.16041,2714.2,2070.63,0.24707,263.918
78.272,0.149494,2768.36,2346.48,0.234375,87.0672
78.336,0.168883,2810.34,2635.38,0.178223,213.376
78.4,0.208533,2014.52,2310.88,0.0820312,199.689
78.464,0.21074,1655.97,1897.14,0.0737305,232.634
78.528,0.192854,1868.01,2026.04,0.0932617,232.772
78.592,0.186914,2260.01,2202.1,0.136719,231.757
78.656,0.183545,2461.45,2249.75,0.160645,233.851
78.72,0.170477,2206.84,2080.3,0.148438,231.74
78.784,0.173935,1724.64,1846.26,0.111328,233.967
78.848,0.183565,1858.5,1921.44,0.108398,232.116
78.912,0.167698,3182.93,2377.51,0.203125,232.882
78.976,0.163376,2801.05,2305.69,0.220703,234.735
79.04,0.170362,2122.78,2023.12,0.138672,232.411
79.104,0.185919,2027.79,2002.74,0.0961914,231.507
79.168,0.200844,2370.06,2313.68,0.074707,232.649
79.232,0.199903,2023.49,2169.64,0.0844727,69.2837
79.296,0.189694,2590.14,2173.53,0.14209,233.885
79.36,0.188146,2548.63,2100.93,0.213867,232.544
79.424,0.209053,2436.2,1991.81,0.173828,234.706
79.488,0.207527,1992.99,2247.45,0.0981445,231.469
79.552,0.189223,2527.71,2329.57,0.10498,231.201
79.616,0.190564,2098.56,2123.05,0.101562,232.481
79.68,0.190456,1870.28,2035.07,0.0854492,231.874
79.744,0.19567,1464.74,1834.89,0.0634766,216.655
79.808,0.191314,1779.26,2144.96,0.0688477,222.685
79.872,0.174678,2211.85,2502.34,0.0888672,232.233
79.936,0.181194,3207.13,2325.64,0.154297,234.825
80,0.229585,2472.25,2420.26,0.134766,129.935
80.064,0.233613,1386.95,1904.5,0.0512695,195.29
80.128,0.230315,956.363,1529.31,0.046875,211.627
80.192,0.258672,990.268,1563.98,0.0473633,195.534
80.256,0.257921,1300.33,1873.59,0.0493164,196.413
80.32,0.24234,1337.91,1861.18,0.0683594,196.472
80.384,0.205729,2602.26,2478.15,0.100586,195.356
80.448,0.180142,2154.03,2455.98,0.0878906,201.047
80.512,0.196922,1686.11,1977.85,0.0615234,78.8803
80.576,0.234907,1396.77,1852.18,0.0581055,199.511
80.64,0.248503,1198.21,1736.55,0.0488281,198.019
80.704,0.238308,1046.24,1643.23,0.0449219,197.556
80.768,0.226729,1434.48,1803.86,0.0639648,198.225
80.832,0.204489,1731.29,2021.02,0.0683594,65.3974
80.896,0.185459,1906.71,2175.16,0.102051,65.3333
80.96,0.236101,2935.06,2548.59,0.0957031,209.065
81.024,0.25664,2609.44,2634.05,0.0429688,195.755
81.088,0.218868,2273.35,2304.46,0.0576172,96.9727
81.152,0.199256,1687.96,2140.39,0.0654297,197.963
81.216,0.171016,2291.63,2273.15,0.134277,195.483
81.28,0.170393,3522.65,2361.37,0.214844,192.249
81.344,0.223908,2380.11,2505.94,0.133789,197.14
81.408,0.23042,2068.67,2383.37,0.0610352,195.903
81.472,0.174167,2132.89,2419.1,0.0717773,196.018
81.536,0.174696,2323.21,2248.47,0.0766602,196.884
81.6,0.209189,1507.75,1933.33,0.0654297,198.345
81.664,0.186321,2184.22,2305.29,0.0883789,194.161
81.728,0.120932,3594.2,2415.6,0.213379,195.134
81.792,0.119276,2745.78,2541.44,0.259766,196.559
81.856,0.183976,2736.84,2319.22,0.172363,198.579
81.92,0.254969,2187.13,2254.63,0.0874023,196.454
81.984,0.27901,2133.84,2253.7,0.0532227,195.409
82.048,0.213642,2121.62,2268.12,0.0844727,192.43
82.112,0.121878,2961.55,2239.76,0.213379,382.892
82.176,0.108426,3586.05,2242.16,0.259766,192.517
82.24,0.107601,3258.82,2254.2,0.191895,193.321
82.304,0.100235,2484.42,2010.77,0.146973,193.518
82.368,0.102202,2085.19,1748.18,0.100586,194.356
82.432,0.0897326,2054.77,1673.82,0.0986328,195.127
82.496,0.066457,2091.91,1610.63,0.127441,194.129
82.56,0.0607376,1938.13,1619.95,0.133789,390.364
82.624,0.0510883,2037.75,1556.25,0.152832,98.3622
82.688,0.0845508,2307.01,2038.88,0.17041,193.747
82.752,0.166039,1589.41,2005.43,0.100098,132.671
82.816,0.200924,1309.89,1816.24,0.0395508,131.268
82.88,0.173224,1366.6,1879.53,0.0336914,130.028
82.944,0.128988,1551.96,1928.62,0.0488281,127.377
83.008,0.13781,1705.68,2067.91,0.078125,130.482
83.072,0.217286,2023.48,2323.8,0.0620117,212.641
83.136,0.208052,1732.93,2436.07,0.0649414,187.923
83.2,0.135495,1376.52,2095.49,0.065918,250.314
83.264,0.172836,989.569,1597.82,0.0322266,85.7283
83.328,0.222039,1443.88,2010.46,0.0356445,208.797
83.392,0.231971,1892.8,2418.93,0.0405273,130.812
83.456,0.224784,2032.51,2456.62,0.0366211,129.535
83.52,0.196026,1594.42,2136.08,0.0571289,259.745
83.584,0.185337,1695.52,1782.58,0.0722656,262.03
83.648,0.185506,1353.34,1661.3,0.0551758,243.827
83.712,0.135761,1121.05,1470.09,0.0488281,246.862
83.776,0.100514,1086.88,1380.52,0.0478516,62.1808
83.84,0.142791,1783.54,1819.51,0.0712891,253.842
83.904,0.171499,1572.89,1797.48,0.0908203,311.237
83.968,0.149509,1339.79,1677.27,0.0683594,61.498
84.032,0.12602,1031.11,1367.98,0.0458984,252.867
84.096,0.136385,2501.4,2241.44,0.131836,267.663
84.16,0.149838,2975.4,2458.1,0.243652,213.385
84.224,0.171668,2961.51,2454.21,0.203125,89.5244
84.288,0.19468,2647.01,2383.37,0.125977,89.1144
84.352,0.179419,2501.46,2332.56,0.118652,87.4512
84.416,0.151768,3514.94,2245.1,0.296875,87.5046
84.48,0.165554,3344.79,2343.35,0.315918,87.3303
84.544,0.190173,2602.11,2302.22,0.176758,88.7543
84.608,0.204694,3010.06,2311.53,0.143555,88.5077
84.672,0.210289,2953.54,2453.68,0.0913086,88.2097
84.736,0.178551,1448.83,2038.66,0.0649414,192.653
84.8,0.117769,2016.97,2163.57,0.0957031,193.216
84.864,0.0796971,2067.36,2021.44,0.147949,203.13
84.928,0.0731212,2345.5,1988.37,0.207031,88.3731
84.992,0.132819,2925.4,2386.4,0.221191,89.1311
85.056,0.186018,2473.62,2496.48,0.144531,187.252
85.12,0.192291,2317.24,2260.46,0.0927734,86.5891
85.184,0.199365,1909.89,2137.02,0.0727539,260.175
85.248,0.226761,1881.83,2266.96,0.0556641,235.475
85.312,0.2275,1028.07,1783.26,0.0458984,231.598
85.376,0.210374,1555.29,2132.34,0.0517578,216.882
85.44,0.230836,1552.93,1945.92,0.0600586,231.955
85.504,0.285992,1440.94,1951.09,0.0449219,231.822
85.568,0.2819,1316.6,1971.12,0.0532227,232.024
85.632,0.23076,2517.21,2468.22,0.0800781,225.65
85.696,0.196254,2208.08,2382.74,0.0898438,59.9251
85.76,0.198421,2297.3,2300.32,0.0932617,231.84
85.824,0.23792,1950.3,2334.41,0.0839844,232.431
85.888,0.209967,2762.54,2597.8,0.167969,232.087
85.952,0.160711,3296.49,2576.42,0.226562,208.748
86.016,0.170947,2076.72,2196.26,0.150391,235.389
86.08,0.179585,1860.49,1985.56,0.102051,254.716
86.144,0.184698,1924.03,1996.13,0.0961914,275.762
86.208,0.188326,1584.24,1975.03,0.0834961,138.32
86.272,0.189267,2263.94,2330.78,0.0878906,138.568
86.336,0.192237,2716.14,2422.74,0.0981445,92.0272
86.4,0.197806,2737.93,2396.74,0.11084,276.131
86.464,0.189827,2133.62,2307.68,0.12793,275.946
86.528,0.167262,2743.26,2393.81,0.136719,197.58
86.592,0.171336,2404.68,2458.58,0.0957031,262.639
86.656,0.191141,2249.8,2581.28,0.0405273,87.8882
86.72,0.186266,2315.04,2599.36,0.0375977,87.2807
86.784,0.158004,1981.25,2331.85,0.0654297,257.204
86.848,0.130794,2194.15,2302.48,0.106934,261.433
86.912,0.142973,2765.07,2235.78,0.167969,260.88
86.976,0.17602,2434.59,2328.16,0.15625,89.6909
87.04,0.178067,1585.59,2082.29,0.0732422,210.096
87.104,0.163885,1165.32,1792.22,0.0517578,206.61
87.168,0.170892,1446.97,1883.16,0.065918,207.566
87.232,0.143098,1736.26,2123.27,0.0791016,208.251
87.296,0.0891872,1657.72,2045.52,0.0869141,208.491
87.36,0.135022,2868.41,2468.8,0.129883,208.261
87.424,0.158036,2967.9,2512.31,0.144531,169.939
87.488,0.181824,2077.8,2355.42,0.0717773,69.5094
87.552,0.20358,1955.17,2312.22,0.0307617,207.888
87.616,0.177613,1372.07,1952.96,0.0415039,207.481
87.68,0.169068,1211.69,1733.55,0.0629883,206.45
87.744,0.211936,1545.66,1876.9,0.078125,197.139
87.808,0.235906,1736.48,2024.62,0.0834961,207.475
87.872,0.216742,1859.71,2138.19,0.0942383,203.858
87.936,0.211967,2392.78,2394.19,0.0952148,197.743
88,0.199359,2316.88,2555.57,0.0830078,193.345
88.064,0.160266,1955.07,2296.18,0.0839844,196.508
88.128,0.148033,2102.63,2356.35,0.0825195,203.528
88.192,0.160004,1804.13,2233.79,0.104004,65.2261
88.256,0.156622,2552.77,2250.56,0.161621,193.707
88.32,0.147152,2597.55,2443.13,0.132324,195.343
88.384,0.139586,2038,2259.98,0.0776367,195.267
88.448,0.124084,2044.55,2286.39,0.0859375,206.037
88.512,0.157737,1639.92,2170.17,0.0786133,197.44
88.576,0.153485,1592.47,2255.54,0.09375,199.976
88.64,0.103479,3515.6,2468.9,0.244629,104.134
88.704,0.0992555,4219.51,2272.65,0.342773,65.5788
88.768,0.129032,3606.53,2354.33,0.32959,66.4523
88.832,0.147697,3241.93,2480.23,0.330566,204.77
88.896,0.146767,3049.54,2354.28,0.270996,213.305
88.96,0.149351,2529.9,2146.69,0.181641,205.587
89.024,0.136613,2297.8,2193.92,0.200684,244.327
89.088,0.136873,3929.16,2012.55,0.374023,204.692
89.152,0.139043,3424.9,2257.31,0.40332,192.484
89.216,0.136198,2893.55,2125.24,0.309082,88.5996
89.28,0.147826,2898.85,2053.27,0.264648,184.547
89.344,0.167024,3031.84,2252.5,0.189453,86.6882
89.408,0.164946,2251.1,2430.91,0.155762,196.449
89.472,0.174254,2642.11,2612.43,0.137207,247.366
89.536,0.231107,2182.62,2455.91,0.0898438,322.982
89.6,0.262584,2366.45,2607.41,0.0634766,351.366
89.664,0.243115,2582.52,2600.73,0.0844727,349.512
89.728,0.226326,2267.82,2392.53,0.0996094,173.663
89.792,0.19621,1900.89,2049.56,0.129883,615.385
89.856,0.136252,2546.31,2181.23,0.206543,596.615
89.92,0.13556,3474.78,2413.94,0.245605,262.047
89.984,0.148541,2176.01,2520.17,0.17627,185.429
90.048,0.18123,1965.65,2206.72,0.0898438,235.433
90.112,0.22517,1976.8,2192.81,0.0688477,232.57
90.176,0.219512,1836.8,1970.73,0.0961914,232.885
90.24,0.202785,2225.6,2068.7,0.136719,232.754
90.304,0.209456,2497.33,2373.86,0.121582,232.516
90.368,0.191105,2226.36,2163.98,0.115723,179.044
90.432,0.165117,2068.83,2039.32,0.145508,233.208
90.496,0.16256,2010.56,2012.14,0.118652,59.9251
90.56,0.160366,2072.71,2114.34,0.156738,232.539
90.624,0.157512,2958.48,2282.22,0.208984,213.153
90.688,0.172469,2212.34,2162.87,0.138672,232.785
90.752,0.196339,2250.47,2022.76,0.102539,231.83
90.816,0.207907,2239.94,2086.87,0.105957,232.701
90.88,0.188842,1993.77,2086.11,0.126953,232.372
90.944,0.213273,2331.21,2164.67,0.123047,505.034
91.008,0.236454,2520.61,2161.03,0.0957031,278.12
91.072,0.201731,2475.91,2133.3,0.128906,276.119
91.136,0.174879,1887.3,2125.86,0.167969,275.852
91.2,0.157603,2806.79,2444.72,0.177246,207.244
91.264,0.145979,2591.03,2417.27,0.196289,262.343
91.328,0.144099,2804.41,2499.65,0.234863,262.274
91.392,0.160286,2798.54,2425.03,0.19873,262.178
91.456,0.183602,2628.76,2279.44,0.157715,259.66
91.52,0.17766,3182.2,2232.69,0.200195,261.602
91.584,0.164506,2708.03,2157.44,0.208496,259.322
91.648,0.174875,2623.12,2341.77,0.149414,225.768
91.712,0.173202,1515.99,1926.37,0.0927734,206.272
91.776,0.184273,1721.91,1943.53,0.0839844,208.023
91.84,0.17649,2003.36,2217.44,0.0966797,207.954
91.904,0.120979,2327.49,2304.6,0.107422,206.963
91.968,0.112358,1793.23,1901.38,0.126465,131.079
92.032,0.164826,3219.86,2430.51,0.141602,86.9592
92.096,0.165048,2699.79,2618.99,0.137207,194.651
92.16,0.108375,3060.15,2555.96,0.218262,205.746
92.224,0.0703124,3786.71,2482.34,0.356445,205.634
92.288,0.112366,2468.44,2591.24,0.271484,68.7054
92.352,0.165775,1718.69,2207.42,0.102539,205.35
92.416,0.192113,1926.8,2068.06,0.0976562,196.747
92.48,0.193201,2155.04,2158.4,0.124023,202.487
92.544,0.171679,2224.19,2258.23,0.115723,204.512
92.608,0.182558,2332.86,2368.57,0.111328,200.331
92.672,0.191423,2439.71,2575.53,0.0966797,193.54
92.736,0.163115,2098.81,2350.02,0.09375,193.632
92.8,0.155758,2120.07,2346.45,0.100098,67.2457
92.864,0.173798,2050.36,2339.03,0.118164,65.3743
92.928,0.157552,2829.29,2250.58,0.22168,201.079
92.992,0.12412,3087.81,2433.81,0.21582,192.547
93.056,0.131579,2244.61,2350.27,0.116699,197.063
93.12,0.141732,1947.57,2150.7,0.10498,198.241
93.184,0.170879,1380.23,1789.36,0.10498,127.778
93.248,0.191522,1984.64,2052.1,0.123047,96.2108
93.312,0.173221,2133.9,2211.02,0.12207,131.893
93.376,0.185521,1517.31,2009.26,0.0620117,222.198
93.44,0.187767,1811.84,2107.5,0.108398,186.791
93.504,0.164442,2909.71,2406.36,0.21582,213.164
93.568,0.182287,2385.29,2413.36,0.166016,89.8081
93.632,0.207569,1875.24,2119.16,0.065918,86.8211
93.696,0.219668,1608.13,1985.14,0.0405273,65.6068
93.76,0.200002,1701.02,1964.11,0.0693359,87.1536
93.824,0.160246,1945.15,1983.08,0.0932617,87.5043
93.888,0.132595,2193.95,2159.85,0.143555,87.4263
93.952,0.111053,2908.29,2147.41,0.220215,87.2325
94.016,0.0952716,2798.52,2200.2,0.204102,87.7234
94.08,0.0720672,1828.65,2062.28,0.192871,202.806
94.144,0.0629246,2581.12,2043.95,0.242676,173.788
94.208,0.0850332,2455.42,1834.13,0.187988,499.025
94.272,0.0877243,2091.97,2118.9,0.105469,87.9661
94.336,0.105469,1847.9,1554.02,0.121094,87.1298
94.4,0.107548,2236.16,2098.23,0.143066,86.5036
94.464,0.0719601,2411.58,2309.65,0.145508,87.1249
94.528,0.0412855,2804.69,2384.01,0.157715,87.5989
94.592,0.0493928,2586.37,2433.14,0.143555,173.561
94.656,0.0573413,1447.44,2092.7,0.105469,202.878
94.72,0.0497505,2153.78,2186.55,0.133789,211.36
94.784,0.0673774,2114.13,2141.49,0.128418,97.6053
94.848,0.096457,1725.31,2092.4,0.0625,78.3667
94.912,0.139268,1994.27,2256.8,0.0644531,201.415
94.976,0.168606,2212.43,2340.48,0.0761719,191.933
95.04,0.176111,1820.67,2189.41,0.074707,194.069
95.104,0.191627,1855.04,1957.16,0.097168,98.1757
95.168,0.186664,2900.44,2444.12,0.218262,196.005
95.232,0.149945,3005.7,2490.99,0.314941,190.656
95.296,0.169148,2874.94,2360.3,0.202637,195.396
95.36,0.200432,2089.52,2238.12,0.0893555,97.1593
95.424,0.219431,1926.12,2182.12,0.0615234,98.0183
95.488,0.21357,1599.61,2048.42,0.0634766,196.382
95.552,0.184904,1787.7,2039.93,0.106445,192.91
95.616,0.181805,2001.01,2066.47,0.134277,207.775
95.68,0.181597,1989.78,2068.99,0.135742,203.37
95.744,0.161835,1965.6,2123.3,0.125,195.972
95.808,0.156984,1664.36,2059.58,0.145508,198.892
